,Offense,Longitude,Latitude
150,Unknown Offense,-76.5732310383,39.3390727477
151,Unknown Offense,-76.6212438101,39.2928471107
152,Unknown Offense,-76.5807259805,39.2958574091
153,Unknown Offense,-76.6100972198,39.2913120768
154,Unknown Offense,-76.5677452349,39.3243305013
155,Unknown Offense,-76.6350531294,39.3312257161
156,Unknown Offense,-76.6023927501,39.2362395266
157,Unknown Offense,-76.6727497467,39.3088912299
158,Unknown Offense,-76.6667739385,39.3071504706
159,3CF-Robb Comm-Firearm,-76.6567107519,39.2877524634
160,3CF-Robb Comm-Firearm,-76.6567107519,39.2877524634
161,3CF-Robb Comm-Firearm,-76.6567107519,39.2877524634
162,4E-Common Assault,-76.6583633678,39.3312843258
163,Unknown Offense,-76.6427462378,39.3102244897
164,Unknown Offense,-76.5835396075,39.2977194713
165,Unknown Offense,-76.5886583579,39.3133201152
166,Unknown Offense,-76.6956920539,39.2819862509
167,Unknown Offense,-76.6956920539,39.2819862509
168,Unknown Offense,-76.6450926646,39.3099739114
169,Unknown Offense,-76.6450926646,39.3099739114
170,Unknown Offense,-76.5881130777,39.2298909108
171,Unknown Offense,-76.5730911227,39.3098041519
172,Unknown Offense,-76.64125295,39.2896910774
173,Unknown Offense,-76.64125295,39.2896910774
174,Unknown Offense,-76.64125295,39.2896910774
175,Unknown Offense,-76.64125295,39.2896910774
176,Unknown Offense,-76.64125295,39.2896910774
177,Unknown Offense,-76.64125295,39.2896910774
178,Unknown Offense,-76.64125295,39.2896910774
179,Unknown Offense,-76.5971209132,39.2993651546
180,Unknown Offense,-76.6355421111,39.3002558646
181,Unknown Offense,-76.661628261,39.2994686833
182,6J-Larceny- Other,-76.6115803146,39.2747685835
183,Unknown Offense,-76.6153929489,39.2903123944
184,Unknown Offense,-76.6938239196,39.2854141811
185,4E-Common Assault,-76.6719283535,39.3500168319
186,Unknown Offense,-76.6825801656,39.2925512782
187,79-Other,-76.6751210389,39.2731816819
188,Unknown Offense,-76.5781067797,39.2991676752
189,Unknown Offense,-76.5781067797,39.2991676752
190,Unknown Offense,-76.5314600745,39.3541281949
191,5D-Burg. Oth. (Force),-76.6457112157,39.2953940049
192,2J-Other Sex Offn.,-76.6068318158,39.3173325069
193,Unknown Offense,-76.5604657998,39.3533994247
194,Unknown Offense,-76.6099239205,39.355645799
195,Unknown Offense,-76.6098006118,39.3520690618
196,Unknown Offense,-76.6098006118,39.3520690618
197,Unknown Offense,-76.676147703,39.3490586018
198,Unknown Offense,-76.6047440422,39.3526017837
199,Unknown Offense,-76.5538922073,39.2872274319
200,54-Armed Person,-76.5758387773,39.2970890208
201,Unknown Offense,-76.6093274075,39.3410655082
202,Unknown Offense,-76.6396067416,39.3412604324
203,Unknown Offense,-76.5646235927,39.3286078717
204,Unknown Offense,-76.5667050864,39.3152727177
205,Unknown Offense,-76.5814357143,39.2957035015
206,Unknown Offense,-76.5814357143,39.2957035015
207,Unknown Offense,-76.6656710239,39.3291338797
208,Unknown Offense,-76.5666242303,39.2903171858
209,Unknown Offense,-76.672888341,39.2954272351
210,Unknown Offense,-76.5876531136,39.3264211216
211,4B-Agg. Asslt.- Cut,-76.6717374678,39.3484703653
212,5A-Burg. Res. (Force),-76.582378128,39.3018484578
213,Unknown Offense,-76.6018927098,39.317137318
214,5A-Burg. Res. (Force),-76.6242524522,39.3051672939
215,Unknown Offense,-76.582082912,39.2948455882
216,Unknown Offense,-76.6640809644,39.3096313574
217,Unknown Offense,-76.5839674041,39.3126978113
218,Unknown Offense,-76.6443401608,39.2965161887
219,3AF-Robb Hwy-Firearm,-76.5968856221,39.3086059984
220,75-Destruct. Of Property,-76.6271092865,39.3078090465
221,4C-Agg. Asslt.- Oth.,-76.5918335524,39.3419946125
222,118-Burglary - Fourth Degree,-76.6391154844,39.299057251
223,3D-Robb Comm. (Ua),-76.6367517726,39.2856098787
224,Unknown Offense,-76.6853776477,39.3004400837
225,Unknown Offense,-76.6354144534,39.2821684988
226,4E-Common Assault,-76.6458646935,39.3018357281
227,Unknown Offense,-76.6319390445,39.2817167814
228,61-Person Wanted On War,-76.6347411003,39.3375552604
229,Unknown Offense,-76.5674652022,39.2908100665
230,Unknown Offense,-76.6268481335,39.2892926678
231,Unknown Offense,-76.6680202902,39.3000115262
232,4E-Common Assault,-76.6713695091,39.2735450721
233,Unknown Offense,-76.6851383446,39.2963834454
234,Unknown Offense,-76.6014370465,39.2378848465
235,26-Recovered Vehicle,-76.601027181,39.362733498
236,Unknown Offense,-76.6097413358,39.3502259582
237,4E-Common Assault,-76.5850325265,39.2855176459
238,Unknown Offense,-76.5629411881,39.3300791819
239,Unknown Offense,-76.5315397543,39.3528917324
240,Unknown Offense,-76.6058909128,39.2309851644
241,Unknown Offense,-76.6734537024,39.3110465308
242,Unknown Offense,-76.6734537024,39.3110465308
243,Unknown Offense,-76.6734537024,39.3110465308
244,Unknown Offense,-76.6653135366,39.3419323213
245,Unknown Offense,-76.6679392081,39.3065403075
246,Unknown Offense,-76.6647303036,39.3013374641
247,Unknown Offense,-76.6417728041,39.30941799
248,6C-Larceny- Shoplifting,-76.6169508076,39.316636933
249,Unknown Offense,-76.6095116111,39.3163024062
250,Unknown Offense,-76.6483534965,39.3123613985
251,54-Armed Person,-76.6467355973,39.3132058394
252,3AK-Robb Hwy-Knife,-76.5883710417,39.2917626706
253,54-Armed Person,-76.6182584152,39.2894216017
254,Unknown Offense,-76.6459865215,39.2939050698
255,Unknown Offense,-76.5838274764,39.3114669257
256,Unknown Offense,-76.5906038195,39.3238937301
257,6C-Larceny- Shoplifting,-76.6025792995,39.3105064618
258,75-Destruct. Of Property,-76.5730911227,39.3098041519
259,Unknown Offense,-76.5883794653,39.3067473639
260,6C-Larceny- Shoplifting,-76.6367517726,39.2856098787
261,Unknown Offense,-76.5854847737,39.3039202534
262,118-Burglary - Fourth Degree,-76.5331800085,39.2819280936
263,Unknown Offense,-76.6766403296,39.2887608159
264,Unknown Offense,-76.6045533475,39.2997901789
265,4C-Agg. Asslt.- Oth.,-76.605854736,39.3042341731
266,Unknown Offense,-76.6047610313,39.3472952315
267,54-Armed Person,-76.60188693,39.3181966622
268,4E-Common Assault,-76.6650782764,39.2966181575
269,3D-Robb Comm. (Ua),-76.607173697,39.3158822574
270,Unknown Offense,-76.5817916067,39.3590317095
271,Unknown Offense,-76.5817916067,39.3590317095
272,Unknown Offense,-76.6259578901,39.2993714758
273,4E-Common Assault,-76.6127665663,39.2953888694
274,5A-Burg. Res. (Force),-76.6685513168,39.3394689059
275,Unknown Offense,-76.5644286127,39.3290090079
276,4B-Agg. Asslt.- Cut,-76.5876957977,39.295800626
277,24-Towed Vehicle,-76.6100698454,39.2905542589
278,24-Towed Vehicle,-76.6100698454,39.2905542589
279,Unknown Offense,-76.6575135298,39.2833186826
280,4F-Assault By Threat,-76.6130909282,39.2849972201
281,4D-Agg. Asslt.- Hand,-76.6463834832,39.3154258387
282,76-Child Abuse-Sexual,-76.6168657773,39.3154301594
283,Unknown Offense,-76.6034889439,39.3128404992
284,4E-Common Assault,-76.5972617284,39.2881612134
285,3B-Robb Highway (Ua),-76.5873853995,39.34876202
286,79-Other,-76.6440462596,39.3031609911
287,4B-Agg. Asslt.- Cut,-76.6404652743,39.3109924412
288,4E-Common Assault,-76.6328507316,39.30204367
289,Unknown Offense,-76.639129019,39.30567338
290,Unknown Offense,-76.5868033873,39.3660911749
291,Unknown Offense,-76.6143997,39.2767828867
292,Unknown Offense,-76.6143997,39.2767828867
293,54-Armed Person,-76.5405404346,39.2815212497
294,Unknown Offense,-76.5788966851,39.3003988165
295,Unknown Offense,-76.5383385683,39.3480247785
296,Unknown Offense,-76.6515011572,39.279660749
297,Unknown Offense,-76.680855494,39.3466516956
298,Unknown Offense,-76.682514024,39.3422145407
299,Unknown Offense,-76.682514024,39.3422145407
300,4B-Agg. Asslt.- Cut,-76.5573182018,39.2865905967
301,3JK-Robb Residence-Knife,-76.5772765299,39.2973161583
302,Unknown Offense,-76.5629168945,39.335357475
303,Unknown Offense,-76.5639495314,39.3293060814
304,Unknown Offense,-76.5408872246,39.3448187354
305,Unknown Offense,-76.5624798495,39.291620807
306,Unknown Offense,-76.5624798495,39.291620807
307,Unknown Offense,-76.6822011036,39.2817892999
308,3P-Robb Misc. (Ua),-76.6355139721,39.3327498368
309,4E-Common Assault,-76.5754753469,39.3153063753
310,Unknown Offense,-76.5693671837,39.2960347415
311,4E-Common Assault,-76.675786189,39.3162098581
312,4C-Agg. Asslt.- Oth.,-76.6783936047,39.3271038333
313,4E-Common Assault,-76.6724736125,39.3163326974
314,Unknown Offense,-76.5931334819,39.3232750311
315,Unknown Offense,-76.6638476828,39.2944759774
316,6C-Larceny- Shoplifting,-76.6088619014,39.2606187771
317,4E-Common Assault,-76.7011526788,39.312047735
318,Unknown Offense,-76.6291425041,39.2727323653
319,Unknown Offense,-76.645060657,39.285171178
320,Unknown Offense,-76.645060657,39.285171178
321,Unknown Offense,-76.6149492078,39.310676566
322,Unknown Offense,-76.6149492078,39.310676566
323,Unknown Offense,-76.6571715538,39.3085938124
324,Unknown Offense,-76.663657873,39.3082349332
325,Unknown Offense,-76.6318624405,39.3057998749
326,Unknown Offense,-76.6318624405,39.3057998749
327,Unknown Offense,-76.5929630249,39.3080482351
328,Unknown Offense,-76.6276929303,39.2740805921
329,Unknown Offense,-76.5828284987,39.3069292805
330,Unknown Offense,-76.6268843357,39.3006183599
331,Unknown Offense,-76.6066949733,39.2894021333
332,Unknown Offense,-76.633309771,39.2968930916
333,Unknown Offense,-76.5781840452,39.3002886507
334,Unknown Offense,-76.5781840452,39.3002886507
335,Unknown Offense,-76.5781840452,39.3002886507
336,Unknown Offense,-76.5781840452,39.3002886507
337,7A-Stolen Auto,-76.6065506645,39.3146676449
338,4E-Common Assault,-76.5475650732,39.2874536001
339,Unknown Offense,-76.6067882182,39.3527443799
340,Unknown Offense,-76.581514121,39.2970981375
341,5D-Burg. Oth. (Force),-76.5454112547,39.3304879919
342,Unknown Offense,-76.6511444698,39.2827794109
343,Unknown Offense,-76.6100972198,39.2913120768
344,Unknown Offense,-76.6103492786,39.31345782
345,Unknown Offense,-76.5662245767,39.2926324576
346,Unknown Offense,-76.5666310939,39.2907868717
347,Unknown Offense,-76.6743470578,39.3423510841
348,4B-Agg. Asslt.- Cut,-76.5660801971,39.3209367441
349,Unknown Offense,-76.614211397,39.2486066392
350,6B-Larceny- Purse Snatch,-76.595797619,39.2870836501
351,3JF-Robb Residence-Firearm,-76.6643349288,39.3124430732
352,Unknown Offense,-76.5912813953,39.3215601063
353,Unknown Offense,-76.5912813953,39.3215601063
354,4B-Agg. Asslt.- Cut,-76.659262612,39.3385266545
355,4E-Common Assault,-76.6557271075,39.2834840657
356,Unknown Offense,-76.6545720014,39.2842183923
357,Unknown Offense,-76.6536017945,39.2970572795
358,Unknown Offense,-76.6365165201,39.3083850487
359,Unknown Offense,-76.5901449858,39.3087571904
360,Unknown Offense,-76.5901449858,39.3087571904
361,4E-Common Assault,-76.6181981703,39.2905274443
362,4E-Common Assault,-76.6181981703,39.2905274443
363,Unknown Offense,-76.6485171974,39.2847308782
364,Unknown Offense,-76.6467662251,39.2846185649
365,Unknown Offense,-76.6393150636,39.284998198
366,Unknown Offense,-76.6040500279,39.2866701074
367,Unknown Offense,-76.5806629648,39.2949023839
368,Unknown Offense,-76.6465680887,39.3103560836
369,Unknown Offense,-76.6481377905,39.3088777084
370,4E-Common Assault,-76.5949473319,39.3147098004
371,Unknown Offense,-76.6276929303,39.2740805921
372,Unknown Offense,-76.5908535671,39.3080425155
373,6E-Larceny- Auto Acc,-76.636973885,39.2794449946
374,Unknown Offense,-76.5437464106,39.277677899
375,Unknown Offense,-76.5849058098,39.3061057101
376,Unknown Offense,-76.6000116389,39.2992397876
377,Unknown Offense,-76.5424016969,39.2787484797
378,Unknown Offense,-76.6514535304,39.2883870246
379,Unknown Offense,-76.6514535304,39.2883870246
380,7C-Stolen Veh./Other,-76.6140575579,39.2740887464
381,Unknown Offense,-76.6097437571,39.2896620209
382,Unknown Offense,-76.648812758,39.287091854
383,Unknown Offense,-76.5383187478,39.2829060633
384,Unknown Offense,-76.5383187478,39.2829060633
385,Unknown Offense,-76.5996000568,39.2343007593
386,4E-Common Assault,-76.6034335747,39.3591018569
387,Unknown Offense,-76.5670413517,39.3710013562
388,75-Destruct. Of Property,-76.6083244196,39.3166483887
389,Unknown Offense,-76.6856575134,39.3531306992
390,Unknown Offense,-76.5481902616,39.2812190719
391,Unknown Offense,-76.6096560644,39.3554954733
392,Unknown Offense,-76.6472966478,39.2941346657
393,4E-Common Assault,-76.5793294564,39.297262948
394,Unknown Offense,-76.6740961073,39.2928811484
395,87-Narcotics,-76.5503390778,39.3288720577
396,Unknown Offense,-76.5313204208,39.3538374934
397,Unknown Offense,-76.5655048112,39.3296797719
398,Unknown Offense,-76.5655048112,39.3296797719
399,4E-Common Assault,-76.609499523,39.2886181169
400,Unknown Offense,-76.6103250151,39.3227672349
401,4C-Agg. Asslt.- Oth.,-76.5889095878,39.2297469322
402,Unknown Offense,-76.59608654,39.2318977364
403,6C-Larceny- Shoplifting,-76.5648289835,39.2867299247
404,Unknown Offense,-76.576691,39.3170119597
405,Unknown Offense,-76.6653135366,39.3419323213
406,Unknown Offense,-76.6181594682,39.2930331424
407,Unknown Offense,-76.6211180369,39.2929829521
408,Unknown Offense,-76.6583176741,39.2782436151
409,Unknown Offense,-76.5822449744,39.2988707063
410,4C-Agg. Asslt.- Oth.,-76.6505784007,39.2683875378
411,4D-Agg. Asslt.- Hand,-76.6623693839,39.3544792957
412,Unknown Offense,-76.5851758894,39.30681702
413,Unknown Offense,-76.5982415617,39.3162219102
414,Unknown Offense,-76.6502098428,39.2870279043
415,Unknown Offense,-76.6110814486,39.3141844421
416,Unknown Offense,-76.6456034318,39.2862457484
417,Unknown Offense,-76.6456034318,39.2862457484
418,Unknown Offense,-76.6426474431,39.3086983722
419,Unknown Offense,-76.6443774639,39.2952780756
420,Unknown Offense,-76.5936834794,39.281675315
421,Unknown Offense,-76.5894893229,39.2283317848
422,Unknown Offense,-76.5894893229,39.2283317848
423,Unknown Offense,-76.5901781223,39.3077078081
424,Unknown Offense,-76.5901781223,39.3077078081
425,Unknown Offense,-76.6301194882,39.3043934704
426,Unknown Offense,-76.6406151516,39.3055018341
427,Unknown Offense,-76.6406151516,39.3055018341
428,Unknown Offense,-76.6296926888,39.3028891655
429,4E-Common Assault,-76.6444947322,39.3017083504
430,Unknown Offense,-76.6250804525,39.2440640197
431,Unknown Offense,-76.6066949733,39.2894021333
432,Unknown Offense,-76.5975623104,39.2348692875
433,3AF-Robb Hwy-Firearm,-76.6241251923,39.2985949763
434,5A-Burg. Res. (Force),-76.5322308674,39.2827056751
435,4E-Common Assault,-76.6020847437,39.2840196612
436,118-Burglary - Fourth Degree,-76.600920324,39.2371302311
437,118-Burglary - Fourth Degree,-76.600920324,39.2371302311
438,Unknown Offense,-76.6096706305,39.3502271662
439,6J-Larceny- Other,-76.5908011598,39.2965261824
440,7A-Stolen Auto,-76.6735453465,39.3409033304
441,Unknown Offense,-76.6096152647,39.3413265168
442,Unknown Offense,-76.6847355363,39.2817232089
443,6J-Larceny- Other,-76.6107407243,39.3100460493
444,Unknown Offense,-76.607849121,39.2924666528
445,3B-Robb Highway (Ua),-76.6170391953,39.3179248057
446,Unknown Offense,-76.6095116111,39.3163024062
447,4E-Common Assault,-76.6545720014,39.2842183923
448,Unknown Offense,-76.6494015879,39.2693976937
449,Unknown Offense,-76.6544741985,39.3302583231
450,Unknown Offense,-76.5977578661,39.3144365009
451,6C-Larceny- Shoplifting,-76.6182584152,39.2894216017
452,Unknown Offense,-76.6118028795,39.287832457
453,Unknown Offense,-76.650618655,39.2848476968
454,Unknown Offense,-76.6693649961,39.3091203146
455,Unknown Offense,-76.6467515529,39.2842667258
456,98-Child Neglect,-76.6470257475,39.3098843792
457,Unknown Offense,-76.6436081812,39.2832675903
458,Unknown Offense,-76.6326124876,39.3052412545
459,Unknown Offense,-76.672150498,39.3056602008
460,Unknown Offense,-76.5950041286,39.3214705234
461,Unknown Offense,-76.5878442436,39.224564859
462,Unknown Offense,-76.6415206496,39.3101336559
463,Unknown Offense,-76.5334817252,39.277356062
464,Unknown Offense,-76.6446542266,39.3032448209
465,Unknown Offense,-76.6353185993,39.2805695391
466,Unknown Offense,-76.6019122114,39.3072126376
467,4E-Common Assault,-76.6153504326,39.2864415184
468,Unknown Offense,-76.6423416731,39.2882470269
469,Unknown Offense,-76.6073516823,39.3168210052
470,Unknown Offense,-76.6499751117,39.2978738923
471,Unknown Offense,-76.6063442127,39.3534309891
472,Unknown Offense,-76.5403040919,39.2789019939
473,Unknown Offense,-76.6081126453,39.3026637131
474,Unknown Offense,-76.5954309189,39.3573180817
475,Unknown Offense,-76.5475761152,39.3409846104
476,Unknown Offense,-76.5386075101,39.3218145866
477,Unknown Offense,-76.5386075101,39.3218145866
478,6J-Larceny- Other,-76.6096560223,39.2897243079
479,Unknown Offense,-76.6645336721,39.3326097336
480,Unknown Offense,-76.6046905185,39.2350982434
481,Unknown Offense,-76.658253543,39.3283901602
482,Unknown Offense,-76.658253543,39.3283901602
483,6C-Larceny- Shoplifting,-76.6398618326,39.2484972066
484,4E-Common Assault,-76.6670383156,39.2957938921
485,3AK-Robb Hwy-Knife,-76.5746395954,39.2911614559
486,Unknown Offense,-76.6642818773,39.3092491622
487,4E-Common Assault,-76.6433201243,39.2550133543
488,Unknown Offense,-76.5822449744,39.2988707063
489,3CF-Robb Comm-Firearm,-76.6545720014,39.2842183923
490,Unknown Offense,-76.5867312449,39.3035575841
491,7C-Stolen Veh./Other,-76.5867992876,39.3046250874
492,7A-Stolen Auto,-76.5918830506,39.3143024227
493,24-Towed Vehicle,-76.6429311906,39.2852029948
494,96B-Investigative Stop,-76.5825822297,39.340470469
495,Unknown Offense,-76.6328351926,39.3065839377
496,Unknown Offense,-76.6449138421,39.2810911004
497,Unknown Offense,-76.5903085318,39.3098970822
498,3B-Robb Highway (Ua),-76.643402823,39.3100495075
499,6C-Larceny- Shoplifting,-76.6345776442,39.3034424213
500,Unknown Offense,-76.6471949969,39.3070472952
501,4E-Common Assault,-76.5958646891,39.2936110976
502,6C-Larceny- Shoplifting,-76.6279115474,39.2741488538
503,3B-Robb Highway (Ua),-76.6160189857,39.3025367129
504,3B-Robb Highway (Ua),-76.6160189857,39.3025367129
505,Unknown Offense,-76.62784821,39.2979988686
506,Unknown Offense,-76.5674652022,39.2908100665
507,4B-Agg. Asslt.- Cut,-76.617027896,39.3121804169
508,Unknown Offense,-76.6486678975,39.2875403327
509,Unknown Offense,-76.5546998997,39.3643363349
510,3AF-Robb Hwy-Firearm,-76.5945707032,39.2875959561
511,115-Trespassing,-76.5305515295,39.2727346822
512,Unknown Offense,-76.5407238718,39.2771658129
513,Unknown Offense,-76.5605245445,39.3534300017
514,Unknown Offense,-76.671933839,39.3501334172
515,Unknown Offense,-76.6093274075,39.3410655082
516,Unknown Offense,-76.6093274075,39.3410655082
517,Unknown Offense,-76.6093274075,39.3410655082
518,Unknown Offense,-76.6093274075,39.3410655082
519,4E-Common Assault,-76.5545761825,39.2870682889
520,Unknown Offense,-76.5621424497,39.3307075821
521,Unknown Offense,-76.5621424497,39.3307075821
522,6C-Larceny- Shoplifting,-76.5669427721,39.2770506863
523,Unknown Offense,-76.5737250073,39.2992024538
524,Unknown Offense,-76.5750486753,39.320483332
525,4D-Agg. Asslt.- Hand,-76.5969335626,39.2874013572
526,Unknown Offense,-76.6201287037,39.3233084707
527,5A-Burg. Res. (Force),-76.6493580154,39.2802957459
528,6G-Larceny- From Bldg.,-76.6488842516,39.2881011288
529,Unknown Offense,-76.634773494,39.3081451439
530,6C-Larceny- Shoplifting,-76.5936453911,39.2890063189
531,4B-Agg. Asslt.- Cut,-76.6210983902,39.2915696972
532,6J-Larceny- Other,-76.6471910845,39.2831418396
533,Unknown Offense,-76.5910958848,39.3087217409
534,Unknown Offense,-76.5945301019,39.320290651
535,Unknown Offense,-76.6023356619,39.306350196
536,Unknown Offense,-76.6349081382,39.2810715619
537,Unknown Offense,-76.629009539,39.2796394221
538,Unknown Offense,-76.629009539,39.2796394221
539,Unknown Offense,-76.632468349,39.2821210312
540,Unknown Offense,-76.6319390445,39.2817167814
541,4E-Common Assault,-76.6247425805,39.2478045179
542,Unknown Offense,-76.5872364614,39.2976490343
543,4E-Common Assault,-76.5384624088,39.3372287102
544,Unknown Offense,-76.682514024,39.3422145407
545,4E-Common Assault,-76.6925746837,39.2934997459
546,Unknown Offense,-76.5653175943,39.3282979697
547,Unknown Offense,-76.6836112253,39.3428653538
548,Unknown Offense,-76.680284022,39.3433209102
549,4C-Agg. Asslt.- Oth.,-76.569813382,39.3176634296
550,4E-Common Assault,-76.5748978113,39.3192583944
551,5A-Burg. Res. (Force),-76.6514082698,39.2542575079
552,96B-Investigative Stop,-76.7000344768,39.3135489001
553,4E-Common Assault,-76.5862172957,39.2965867867
554,Unknown Offense,-76.6502098428,39.2870279043
555,Unknown Offense,-76.6502098428,39.2870279043
556,Unknown Offense,-76.647031442,39.3109404862
557,Unknown Offense,-76.6451042446,39.2852682322
558,Unknown Offense,-76.6464634717,39.295154811
559,75-Destruct. Of Property,-76.6420178012,39.3054521718
560,Unknown Offense,-76.6389962077,39.3034211565
561,6G-Larceny- From Bldg.,-76.6120535984,39.2746205308
562,4E-Common Assault,-76.598353182,39.3515928874
563,4E-Common Assault,-76.6652732974,39.3017504721
564,4E-Common Assault,-76.6652732974,39.3017504721
565,4F-Assault By Threat,-76.6476312742,39.3014373885
566,Unknown Offense,-76.6033015521,39.3028562094
567,Unknown Offense,-76.6097437571,39.2896620209
568,85-Mental Case,-76.677056249,39.2957524644
569,Unknown Offense,-76.5872364614,39.2976490343
570,Unknown Offense,-76.6820358912,39.3428796329
571,Unknown Offense,-76.6951004258,39.2948971607
572,Unknown Offense,-76.5902388712,39.2274339958
573,Unknown Offense,-76.622559856,39.2943915488
574,4E-Common Assault,-76.5466463256,39.2887012836
575,4E-Common Assault,-76.6198515106,39.2949697033
576,Unknown Offense,-76.588665902,39.3229768974
577,Unknown Offense,-76.5825315797,39.3090024836
578,Unknown Offense,-76.5766848201,39.3295265242
579,Unknown Offense,-76.5766848201,39.3295265242
580,Unknown Offense,-76.584721473,39.3057177223
581,Unknown Offense,-76.7092293048,39.3073581771
582,4E-Common Assault,-76.6442604978,39.3076041528
583,Unknown Offense,-76.6024494852,39.3083128968
584,Unknown Offense,-76.6024494852,39.3083128968
585,Unknown Offense,-76.6418383968,39.3034590586
586,Unknown Offense,-76.6560213162,39.2858176131
587,4B-Agg. Asslt.- Cut,-76.6868019458,39.2864625223
588,Unknown Offense,-76.6266324583,39.29700022
589,4E-Common Assault,-76.603122018,39.3405366089
590,4E-Common Assault,-76.5931477389,39.2832668359
591,Unknown Offense,-76.5366165215,39.281680015
592,4E-Common Assault,-76.5361413752,39.2742689333
593,Unknown Offense,-76.5436921322,39.2876121106
594,4E-Common Assault,-76.6981204609,39.2934144288
595,Unknown Offense,-76.5818075581,39.3589830568
596,4E-Common Assault,-76.5943865064,39.359870418
597,Unknown Offense,-76.7051656417,39.3119291612
598,Unknown Offense,-76.6082752375,39.3461825117
599,Unknown Offense,-76.5386075101,39.3218145866
600,6C-Larceny- Shoplifting,-76.6408833867,39.345383421
601,Unknown Offense,-76.5579786634,39.3284271918
602,Unknown Offense,-76.6822011036,39.2817892999
603,Unknown Offense,-76.6822011036,39.2817892999
604,Unknown Offense,-76.6822011036,39.2817892999
605,Unknown Offense,-76.5561283494,39.3375816507
606,Unknown Offense,-76.5561283494,39.3375816507
607,Unknown Offense,-76.5561283494,39.3375816507
608,Unknown Offense,-76.6844570624,39.3223490347
609,6C-Larceny- Shoplifting,-76.6350531294,39.3312257161
610,Unknown Offense,-76.5726116025,39.3224281404
611,Unknown Offense,-76.6195066607,39.2876040373
612,Unknown Offense,-76.6734241882,39.2903759392
613,Unknown Offense,-76.6108781955,39.2897329063
614,Unknown Offense,-76.6108781955,39.2897329063
615,Unknown Offense,-76.6155118517,39.3191865506
616,Unknown Offense,-76.5825960502,39.3069197737
617,Unknown Offense,-76.5851216335,39.3057596832
618,Unknown Offense,-76.5851758894,39.30681702
619,Unknown Offense,-76.6151969151,39.314446264
620,Unknown Offense,-76.6167932242,39.3143914699
621,Unknown Offense,-76.6464804274,39.3124058209
622,Unknown Offense,-76.6281541549,39.2719866342
623,Unknown Offense,-76.6394135423,39.2854384404
624,Unknown Offense,-76.6211165933,39.2917913988
625,Unknown Offense,-76.5845345048,39.3114801952
626,Unknown Offense,-76.5845345048,39.3114801952
627,Unknown Offense,-76.5933926158,39.3213753841
628,5A-Burg. Res. (Force),-76.5947921777,39.281064544
629,Unknown Offense,-76.6316548223,39.3044672298
630,6J-Larceny- Other,-76.5942498962,39.3227922697
631,Unknown Offense,-76.6414346711,39.2931255127
632,Unknown Offense,-76.6414346711,39.2931255127
633,Unknown Offense,-76.5898906362,39.2298515352
634,Unknown Offense,-76.5898906362,39.2298515352
635,Unknown Offense,-76.6276929303,39.2740805921
636,Unknown Offense,-76.5945788472,39.3485220444
637,Unknown Offense,-76.5840728352,39.3040093394
638,Unknown Offense,-76.5840728352,39.3040093394
639,Unknown Offense,-76.593613414,39.3034215211
640,Unknown Offense,-76.5986125029,39.2272503561
641,Unknown Offense,-76.6552085697,39.2857205367
642,Unknown Offense,-76.6485685297,39.2859838166
643,26-Recovered Vehicle,-76.6259506691,39.2872288145
644,Unknown Offense,-76.609307078,39.2384325106
645,Unknown Offense,-76.616795758,39.3132003183
646,4E-Common Assault,-76.6154400946,39.3045544798
647,5A-Burg. Res. (Force),-76.6018144947,39.3631555528
648,4E-Common Assault,-76.5977803733,39.3005035099
649,Unknown Offense,-76.6222766866,39.2503103267
650,6E-Larceny- Auto Acc,-76.6081342536,39.3372756874
651,6G-Larceny- From Bldg.,-76.6089227498,39.3297751474
652,Unknown Offense,-76.6089227498,39.3297751474
653,Unknown Offense,-76.6386477214,39.3095182672
654,Unknown Offense,-76.5584938486,39.3334013969
655,4E-Common Assault,-76.6062312933,39.3363557902
656,Unknown Offense,-76.5904472777,39.2296797827
657,Unknown Offense,-76.5904472777,39.2296797827
658,Unknown Offense,-76.6803630166,39.2955856173
659,4C-Agg. Asslt.- Oth.,-76.6792425302,39.3387420253
660,Unknown Offense,-76.5953877211,39.3285576647
661,Unknown Offense,-76.5953877211,39.3285576647
662,Unknown Offense,-76.5953877211,39.3285576647
663,4C-Agg. Asslt.- Oth.,-76.6094706794,39.3285983822
664,Unknown Offense,-76.5503296187,39.3603604472
665,Unknown Offense,-76.5503296187,39.3603604472
666,Unknown Offense,-76.6195066607,39.2876040373
667,Unknown Offense,-76.6690668701,39.3486926582
668,Unknown Offense,-76.5760795601,39.292255703
669,3B-Robb Highway (Ua),-76.5760795601,39.292255703
670,3B-Robb Highway (Ua),-76.5760795601,39.292255703
671,Unknown Offense,-76.5760795601,39.292255703
672,Unknown Offense,-76.6582397643,39.278269296
673,3AJF-Robb Carjack-Firearm,-76.6421635169,39.3128345814
674,Unknown Offense,-76.5982132154,39.3173934915
675,Unknown Offense,-76.6152700286,39.3154908496
676,Unknown Offense,-76.6449545781,39.3145070479
677,6C-Larceny- Shoplifting,-76.6015487677,39.287867167
678,Unknown Offense,-76.5976451125,39.2936982641
679,Unknown Offense,-76.6210530593,39.2918757295
680,Unknown Offense,-76.7093782718,39.3072450121
681,Unknown Offense,-76.609509804,39.3118787514
682,Unknown Offense,-76.66928361,39.3080867555
683,Unknown Offense,-76.6335966981,39.30601993
684,Unknown Offense,-76.6335966981,39.30601993
