,Longitude,Latitude
446,-76.6309493264,39.2810392702
447,-76.651695532,39.2830136257
448,-76.5942473946,39.323375098
449,-76.6321596524,39.2830369112
450,-76.6324951464,39.3060363013
451,-76.6439607335,39.2954752187
452,-76.6672925711,39.3097393936
453,-76.6435327669,39.289405384
454,-76.6614351197,39.3347404832
455,-76.6451437521,39.2833626025
456,-76.5908175724,39.3103688511
457,-76.5865664567,39.3031115641
458,-76.5877682705,39.3073529542
459,-76.5832139583,39.2991334674
460,-76.6717180952,39.3382690522
461,-76.6588029388,39.3308710246
462,-76.6421982093,39.2888755195
463,-76.6523696815,39.2838114363
464,-76.6472139844,39.297922425
465,-76.6512622382,39.2900186485
466,-76.6712601655,39.3488033931
467,-76.6200062609,39.3199089486
468,-76.6357461081,39.2944528991
469,-76.6017460837,39.3106051196
470,-76.6799769865,39.3437286821
471,-76.6008236711,39.3165525677
472,-76.6482823237,39.2946205416
473,-76.5852056953,39.3082301446
474,-76.5958719686,39.3104274355
475,-76.6505989077,39.3120644745
476,-76.6756521369,39.3267246834
477,-76.6017285969,39.2314197435
478,-76.6018523387,39.2307014828
479,-76.6843344886,39.3466921027
480,-76.5714448186,39.2939802422
481,-76.6097576269,39.3173777202
482,-76.6415971689,39.3134204448
483,-76.6473331233,39.3056031091
484,-76.6340078084,39.2990029639
485,-76.5849544516,39.3105855786
486,-76.657136255,39.328558132
487,-76.6461090382,39.2893032112
488,-76.5735308833,39.2984087597
489,-76.6434922503,39.309156018
490,-76.5922843699,39.3039581791
491,-76.6340795492,39.3058136234
492,-76.6471435086,39.2875322328
493,-76.5964713298,39.3194130548
494,-76.5913024497,39.3091638105
495,-76.5828005301,39.302965246
496,-76.6444361983,39.3084677612
497,-76.594864666,39.3243903729
498,-76.6803654888,39.3114060364
499,-76.6353536363,39.2859121985
500,-76.5709094193,39.2976672396
501,-76.6528507904,39.3075399016
502,-76.6746230875,39.3149573984
503,-76.6639328754,39.308312947
504,-76.5818715987,39.3092418819
505,-76.585137108,39.3059165189
506,-76.6717435682,39.3486931202
507,-76.6355676833,39.2859016735
508,-76.662868467,39.2947385263
509,-76.6533370578,39.2939580481
510,-76.6347386269,39.3046778186
511,-76.5347729096,39.3539776887
512,-76.6469331827,39.2981654739
513,-76.6539818871,39.2942844208
514,-76.6625266919,39.3336614144
515,-76.6076199775,39.3138032058
516,-76.5848827765,39.3080507401
517,-76.6037011202,39.296123679
518,-76.5902226495,39.3138658511
519,-76.5815525081,39.2953644093
520,-76.6684670422,39.349052668
521,-76.6480621545,39.297182284
522,-76.587123798,39.2998980588
523,-76.6546098806,39.3092730836
524,-76.5876789472,39.2999113515
525,-76.6511954806,39.2814807289
526,-76.5934411007,39.3303429874
527,-76.5576981946,39.285101359
528,-76.5849827839,39.2914860521
529,-76.5939150168,39.3055676147
530,-76.6498336275,39.2693200913
531,-76.6141069097,39.3108392389
532,-76.6447928901,39.2897454254
533,-76.6081754542,39.3036121463
534,-76.6524142204,39.2875124421
535,-76.5908086646,39.2307618105
536,-76.6387975912,39.29523278
537,-76.6823467458,39.3127427095
538,-76.610121466,39.3147923099
539,-76.5818886785,39.3006508203
540,-76.6444152465,39.2962741067
541,-76.5836183542,39.3016420654
542,-76.6757504069,39.295683249
543,-76.6816787954,39.282344798
544,-76.6095212769,39.3042583516
545,-76.6570510654,39.3261950608
546,-76.5682767827,39.2911804281
547,-76.6417392473,39.2950817459
548,-76.5852353939,39.3048053315
549,-76.5459989133,39.2796087863
550,-76.6482009949,39.2926912543
551,-76.6525720281,39.3114769898
552,-76.6973764778,39.3534149731
553,-76.6621885296,39.3363564104
554,-76.6312776942,39.2990581816
555,-76.658423309,39.283533004
556,-76.6414773632,39.295126338
557,-76.6496336254,39.3094676237
558,-76.6656507339,39.2984487378
559,-76.6418829844,39.2904271171
560,-76.6182056191,39.3099734052
561,-76.5741027949,39.3070515796
562,-76.65823692,39.2864417778
563,-76.5826834887,39.2963647147
564,-76.6481531853,39.3153515264
565,-76.6635638045,39.2965440586
566,-76.5800236677,39.2994309988
567,-76.6512621147,39.2888327668
568,-76.5802732671,39.2975699583
569,-76.6335008115,39.3007703046
570,-76.6332089996,39.2648005709
571,-76.673388478,39.2943875404
572,-76.6486985152,39.2953017415
573,-76.5944754107,39.3078972918
574,-76.6690193075,39.3005873911
575,-76.6462539028,39.2812961196
576,-76.6399568809,39.305312985
577,-76.6675315211,39.2978471053
578,-76.5854838206,39.3002352806
579,-76.6757772555,39.3159407924
580,-76.6410611531,39.2850251795
581,-76.5955239833,39.3076284821
582,-76.6735308042,39.3434855765
583,-76.5690872128,39.2918148411
584,-76.6638477593,39.2995057634
585,-76.6764495253,39.3431715666
586,-76.6529593948,39.3088860149
587,-76.6427794401,39.289818242
588,-76.6462572434,39.3013086073
589,-76.6416751479,39.2951193543
590,-76.6567889408,39.3079449634
591,-76.6476556597,39.2890039495
592,-76.6414936534,39.2824259043
593,-76.6345020945,39.2947423547
594,-76.5798226917,39.2962566201
595,-76.6627716872,39.3136195164
596,-76.5930480169,39.3082626264
597,-76.6450032223,39.2903349206
598,-76.6808801266,39.3489571786
599,-76.6492388088,39.309038079
600,-76.6485815553,39.3172170521
601,-76.6663207536,39.3372956861
602,-76.6795814599,39.3241093825
603,-76.6454094996,39.297968616
604,-76.6382125073,39.3006328831
605,-76.677852833,39.3485279464
606,-76.6396773475,39.2976074285
607,-76.6027686368,39.3135025789
608,-76.6463632739,39.2890540441
609,-76.5909870509,39.3081457488
610,-76.6047929724,39.3046432043
611,-76.587175606,39.2992527175
612,-76.665836725,39.3054281739
613,-76.6541882955,39.2889367462
614,-76.6075058691,39.3044426547
615,-76.6592331703,39.2878588979
616,-76.666074875,39.3057357296
617,-76.5946432973,39.2906069842
618,-76.6350632431,39.3066119843
619,-76.6518696042,39.2811530521
620,-76.587635127,39.3105321136
621,-76.6622340227,39.2924363088
622,-76.6619839017,39.3294786153
623,-76.5996993159,39.3026238042
624,-76.5981225558,39.311205649
625,-76.6730556947,39.3490758037
626,-76.6773939443,39.3453519279
627,-76.5767629584,39.2971658241
628,-76.63971514,39.2842967817
629,-76.5839819873,39.3070251939
630,-76.6458857652,39.3131884287
631,-76.5975193902,39.3034995253
632,-76.649448454,39.311490915
633,-76.6361876871,39.2953057808
634,-76.6682120001,39.3097017908
635,-76.5923299843,39.3199979117
636,-76.5841935127,39.3112614233
637,-76.640968837,39.2842601653
638,-76.6027915411,39.2968023106
639,-76.6024861145,39.305491834
640,-76.6604364808,39.2940426261
641,-76.6479702257,39.3106812805
642,-76.612900624,39.3148562981
643,-76.6852016481,39.2848807212
644,-76.6748136026,39.3464466856
645,-76.5958598683,39.3099295023
646,-76.5965323473,39.3187630855
647,-76.5916628863,39.3215947289
648,-76.6418605545,39.2838435726
649,-76.5820932476,39.3087531859
650,-76.5965071295,39.3072936219
651,-76.5916347889,39.3236486695
652,-76.6841888831,39.3467861473
653,-76.6440876796,39.2901342357
654,-76.648652207,39.2991318954
655,-76.6364550146,39.2871990169
656,-76.6332081214,39.3065753222
657,-76.64515848,39.2924748558
658,-76.6670512587,39.3031969281
659,-76.6329597763,39.3150849877
660,-76.6511671116,39.3114312697
661,-76.6034030656,39.3077240307
662,-76.6795211625,39.3459558294
663,-76.6427832585,39.3082540253
664,-76.6386499337,39.2927014491
665,-76.64509536,39.3134968787
666,-76.6393540448,39.2956319848
667,-76.6495316864,39.2941360196
668,-76.5869352215,39.2991927189
669,-76.5860692906,39.3028408906
670,-76.6508826933,39.2823721762
671,-76.6676160159,39.3078552835
672,-76.663756058,39.29983206
673,-76.6516394488,39.2821001629
674,-76.6338693068,39.3053407477
675,-76.6028642735,39.3062863115
676,-76.6357960956,39.2907492775
677,-76.5920817924,39.3095977066
678,-76.6633896671,39.3360202118
679,-76.6466343359,39.2943369254
680,-76.6610412471,39.3059375448
681,-76.6852220285,39.2797642596
682,-76.579803465,39.315137788
683,-76.5731874745,39.3057343506
684,-76.6432993124,39.2840688205
685,-76.6385907025,39.3015281816
686,-76.6091873426,39.3130652311
687,-76.5697731684,39.2863137059
688,-76.6482957945,39.2995931286
689,-76.5802034462,39.3039690882
690,-76.6357222627,39.2816289002
691,-76.6457092422,39.2857540903
692,-76.5800705147,39.2987431151
693,-76.6331079685,39.300533838
694,-76.6666582635,39.3073867649
695,-76.692359814,39.3539687063
696,-76.6661772397,39.3041150623
697,-76.5991691891,39.3078698533
698,-76.6726718993,39.3460492438
699,-76.5887651495,39.3028167109
700,-76.5926368529,39.3262859025
701,-76.6491616256,39.3006472543
702,-76.5405662975,39.3312870397
703,-76.5832666405,39.3104524247
704,-76.5917227473,39.3080116923
705,-76.5908198729,39.3104046001
706,-76.6364620848,39.3073394218
707,-76.5899621214,39.3240827497
708,-76.6501669806,39.315709634
709,-76.5838658235,39.3095131555
710,-76.6622741618,39.2800376146
711,-76.680321051,39.3112212209
712,-76.6822978314,39.3119461905
713,-76.6579997169,39.3265914204
714,-76.6500368427,39.2960963978
715,-76.6566217794,39.2781703612
716,-76.5669932653,39.2904569927
717,-76.6723755045,39.344024583
718,-76.6459993555,39.2973748406
719,-76.6480228052,39.3000031748
720,-76.6371687575,39.281767905
721,-76.6625713943,39.3389422528
722,-76.6382567064,39.3003252379
723,-76.6499757218,39.295814458
724,-76.6460086885,39.2899820676
725,-76.6345621572,39.3054689526
726,-76.660511773,39.3383568118
727,-76.6552670206,39.3092494796
728,-76.5747674296,39.3059751451
729,-76.6033218071,39.3048288272
730,-76.6670957785,39.3093510784
731,-76.6516350437,39.2812321605
732,-76.6432288965,39.3084217475
733,-76.6430444369,39.2849860642
734,-76.6514701207,39.2839533644
735,-76.6401498816,39.2839179096
736,-76.6684924911,39.3314080285
737,-76.6784021985,39.3419938477
738,-76.6625429208,39.3292291373
739,-76.6522033931,39.2870951286
740,-76.5891081097,39.3047122702
741,-76.607333418,39.3162140226
742,-76.6067185796,39.3532755503
743,-76.6506881412,39.2871609847
744,-76.6745110016,39.2943406718
745,-76.6616694576,39.3380050837
746,-76.6468263479,39.3057059601
747,-76.6347121106,39.2945016102
748,-76.6882651951,39.3584176434
749,-76.6039188232,39.3129814629
750,-76.5844391372,39.3064516233
751,-76.6048794268,39.3051439652
752,-76.6063297214,39.3118564701
753,-76.665076221,39.3373924675
754,-76.5820878014,39.3045844671
755,-76.6362185674,39.2895720774
756,-76.6494106989,39.3059189056
757,-76.6696906849,39.28190633
758,-76.6659660397,39.3079540121
759,-76.639928272,39.285130899
760,-76.6448635288,39.2925654851
761,-76.6738551536,39.2934462004
762,-76.666968826,39.2968749866
763,-76.6396807361,39.2961407207
764,-76.6396779852,39.2960891421
765,-76.6388427698,39.2958194553
766,-76.6097573532,39.3175705156
767,-76.6424138012,39.2944540255
768,-76.669333145,39.3048456368
769,-76.6458954089,39.3061530843
770,-76.6488042235,39.2815930068
771,-76.6023617655,39.3113158789
772,-76.6031468964,39.3037627405
773,-76.6047870894,39.3383378293
774,-76.6619960251,39.2998122213
775,-76.6492934149,39.2857954822
776,-76.5743811672,39.2951579016
777,-76.6339279906,39.3004188227
778,-76.6866749531,39.3230266015
779,-76.6684806297,39.337854295
780,-76.648184489,39.2859119998
781,-76.6485659239,39.2989018868
782,-76.6483004719,39.2948858374
783,-76.6430368039,39.2848543877
784,-76.6355817672,39.3021999251
785,-76.5650757705,39.3288129281
786,-76.5682677996,39.3152649272
787,-76.5964042576,39.3194771157
788,-76.6487763241,39.2946033846
789,-76.5952561634,39.3079493775
790,-76.5828438921,39.3034966741
791,-76.5866267924,39.3133266501
792,-76.6388241628,39.3092265364
793,-76.609732419,39.3088220007
794,-76.6462502165,39.2812272039
795,-76.6376233876,39.3107069448
796,-76.6089797863,39.3133323303
797,-76.5910324945,39.3078138657
798,-76.5834898295,39.3016466802
799,-76.6579913431,39.326391438
800,-76.58474701,39.3114525445
801,-76.6336893096,39.3039763873
802,-76.6168524552,39.3107166361
803,-76.6430350997,39.288551416
804,-76.6090683758,39.3123115626
805,-76.5978624126,39.3234894496
806,-76.6033507419,39.3062616327
807,-76.5872230246,39.22754734
808,-76.5926777266,39.3101066659
809,-76.6402586657,39.3116074207
810,-76.5865591217,39.3127491587
811,-76.6472187518,39.3148338408
812,-76.5409441483,39.3649010431
813,-76.6671275804,39.3078969092
814,-76.5920549203,39.3041934756
815,-76.6727188423,39.3189090515
816,-76.5304927826,39.3520630972
817,-76.6533235833,39.2669065145
818,-76.6308927455,39.2987410828
819,-76.6063455704,39.315905783
820,-76.6520809116,39.3103299872
821,-76.6215989779,39.2935272707
822,-76.5824280503,39.3087386877
823,-76.6484443984,39.2965438613
824,-76.5596872909,39.2928741209
825,-76.5910487872,39.3088843782
826,-76.6549613931,39.2953287651
827,-76.5549488333,39.3632855655
828,-76.63905117,39.2840475233
829,-76.6852124834,39.2851285859
