,Longitude,Latitude
3591,-76.6284873629,39.3046215131
3592,-76.6481544244,39.2872903944
3593,-76.6458203337,39.2947307445
3594,-76.6468521519,39.3117214751
3595,-76.5892675382,39.3047057891
3596,-76.6606234418,39.3273285413
3597,-76.6665406455,39.3115630378
3598,-76.6498956277,39.2941585635
3599,-76.6758026778,39.3418300948
3600,-76.6045132621,39.3522916598
3601,-76.5849146631,39.3098718377
3602,-76.5888149261,39.3064629475
3603,-76.6408265691,39.3093164639
3604,-76.6715369716,39.3488259223
3605,-76.6604570007,39.2951395795
3606,-76.6683139757,39.2988133884
3607,-76.6456099051,39.2846311103
3608,-76.6044668484,39.3016570634
3609,-76.5473317352,39.3665913786
3610,-76.6526651599,39.2888761912
3611,-76.6629724768,39.2970311646
3612,-76.6335185441,39.3009541944
3613,-76.6589925626,39.2833096805
3614,-76.6550145289,39.3202829883
3615,-76.6587172271,39.2890244357
3616,-76.6424569032,39.3089680647
3617,-76.6452923697,39.3131278533
3618,-76.6457108138,39.3029808349
3619,-76.5935767064,39.3081733312
3620,-76.5824634334,39.2973349842
3621,-76.6079372245,39.3161041001
3622,-76.6566304436,39.2832518434
3623,-76.6576823794,39.286512313
3624,-76.5846935337,39.310613716
3625,-76.6684630668,39.3374344434
3626,-76.6350559642,39.3026245488
3627,-76.6805124831,39.3434249876
3628,-76.6719141919,39.2844695461
3629,-76.618503775,39.2944972554
3630,-76.6401549562,39.3043218137
3631,-76.6534367844,39.2886607225
3632,-76.635729073,39.2925517717
3633,-76.643463006,39.2881287361
3634,-76.6319054489,39.2963306222
3635,-76.5835486323,39.3106699148
3636,-76.6659027179,39.3066649063
3637,-76.5888403698,39.3107407786
3638,-76.6634166654,39.331651131
3639,-76.6799335776,39.3472537275
3640,-76.5810059271,39.2969133562
3641,-76.6977277796,39.2842538171
3642,-76.6666215654,39.3385660818
3643,-76.5861427142,39.305501894
3644,-76.6269551236,39.2858779497
3645,-76.6346760791,39.3106623293
3646,-76.529932054,39.2837173519
3647,-76.5830607243,39.3071369985
3648,-76.6029801786,39.2972580205
3649,-76.5990413706,39.2309379026
3650,-76.5856845525,39.3039075621
3651,-76.6418646975,39.2820351178
3652,-76.6037217442,39.3388788085
3653,-76.5832938161,39.3004973273
3654,-76.59071088,39.3128152143
3655,-76.5803309561,39.2984214514
3656,-76.6448408574,39.2922088497
3657,-76.6650645541,39.301576795
3658,-76.5931292177,39.3046735803
3659,-76.582408186,39.3052860991
3660,-76.6345377371,39.3048268886
3661,-76.665653214,39.2985669475
3662,-76.6442441424,39.2921967711
3663,-76.6703214672,39.3436129699
3664,-76.6454604348,39.2833434889
3665,-76.6456748428,39.2613449449
3666,-76.5924533141,39.2225268032
3667,-76.6838611184,39.3445077411
3668,-76.6657492953,39.3008645723
3669,-76.6826044989,39.3237539988
3670,-76.6482631571,39.2942728485
3671,-76.5940055113,39.3230604678
3672,-76.631049957,39.3134215862
3673,-76.6073188889,39.3046628954
3674,-76.5894008787,39.2998230948
3675,-76.6122582374,39.3125901549
3676,-76.6463763368,39.2844360987
3677,-76.5302530783,39.3357425703
3678,-76.674434152,39.3427862234
3679,-76.6408311924,39.3081682348
3680,-76.6485339314,39.2969521045
3681,-76.6144439073,39.3085946708
3682,-76.6506239658,39.3111887868
3683,-76.5853977653,39.2973097281
3684,-76.6580964269,39.2816656569
3685,-76.6788140471,39.3434985497
3686,-76.5937297346,39.322984003
3687,-76.6575915476,39.2865167557
3688,-76.5876813891,39.2999844837
3689,-76.6484623918,39.3105250635
3690,-76.6015044919,39.3110885474
3691,-76.584266189,39.299648929
3692,-76.6034899186,39.3119928825
3693,-76.6418482627,39.2836079943
3694,-76.6606225332,39.2886604779
3695,-76.5927861526,39.3038080443
3696,-76.6816315186,39.3125255331
3697,-76.582460842,39.2972952677
3698,-76.6678730665,39.3060756218
3699,-76.6371950916,39.3017803771
3700,-76.579825289,39.2962923562
3701,-76.6051275919,39.3379846069
3702,-76.6728565696,39.2867607165
3703,-76.6462700643,39.2910955143
3704,-76.6315730573,39.2963431124
3705,-76.6366778499,39.2925327357
3706,-76.608062758,39.3162091242
3707,-76.5875589196,39.2286332368
3708,-76.6307662591,39.2992399308
3709,-76.5960420755,39.3223550102
3710,-76.6494747645,39.3070973787
3711,-76.6015267675,39.3110233038
3712,-76.677802511,39.3512692507
3713,-76.6427253969,39.2998250389
3714,-76.5756301598,39.3172094054
3715,-76.6399545806,39.3002590988
3716,-76.5900406912,39.3232360009
3717,-76.5910592945,39.3093450226
3718,-76.6275786356,39.2480004066
3719,-76.6683822991,39.3060574029
3720,-76.6539398819,39.3111390489
3721,-76.6515949418,39.3104081181
3722,-76.6688361221,39.3409858465
3723,-76.5369861312,39.3454187401
3724,-76.6567236284,39.3077665459
3725,-76.5801174713,39.3001760896
3726,-76.6857026722,39.3389831096
3727,-76.6477461262,39.2949043536
3728,-76.6471034325,39.2799727716
3729,-76.6324518442,39.2928049614
3730,-76.6417098836,39.2985988589
3731,-76.670580357,39.3486613972
3732,-76.6084649081,39.3207116323
3733,-76.6401556795,39.2944291462
3734,-76.6392825907,39.3042348236
3735,-76.6626846937,39.3089377468
3736,-76.5880697521,39.3075548423
3737,-76.6690835009,39.3098395791
3738,-76.6033352208,39.3043061499
3739,-76.6720662095,39.2869059697
3740,-76.665756234,39.3009489343
3741,-76.6541635443,39.3200198678
3742,-76.6332093786,39.2817076912
3743,-76.6021560011,39.312326185
3744,-76.636887211,39.3060893756
3745,-76.6375045713,39.2867664331
3746,-76.5739386953,39.2824752622
3747,-76.5564093526,39.3423797837
3748,-76.6648289134,39.3369757328
3749,-76.6472155613,39.3158879424
3750,-76.6493956733,39.2971409359
3751,-76.6700716094,39.3483081563
3752,-76.6102211451,39.3034713253
3753,-76.5818714146,39.3049670939
3754,-76.672874936,39.3475311622
3755,-76.6374521483,39.3126119303
3756,-76.65165345,39.3115473161
3757,-76.585262265,39.309268982
3758,-76.6951179269,39.2821882366
3759,-76.6036267393,39.3062510587
3760,-76.5934305403,39.3052035838
3761,-76.6557098968,39.2851360005
3762,-76.6591897521,39.3304739696
3763,-76.5949015846,39.3220289118
3764,-76.6335530888,39.300075989
3765,-76.5725628255,39.3163412699
3766,-76.6783832896,39.2984142929
3767,-76.6731514378,39.2813395234
3768,-76.6382903718,39.2980974949
3769,-76.6035382928,39.3119906209
3770,-76.6524135838,39.310097056
3771,-76.5899804423,39.2265184519
3772,-76.5892076469,39.3057596258
3773,-76.6097403148,39.3208313525
3774,-76.6038489263,39.304402212
3775,-76.6036187443,39.306850692
3776,-76.6476897581,39.315688545
3777,-76.6514246033,39.2925860283
3778,-76.5958578131,39.3050831131
3779,-76.6519420507,39.311140686
3780,-76.6428042184,39.2855308614
3781,-76.6436844755,39.290373598
3782,-76.5905060746,39.3095062004
3783,-76.5954187372,39.324391669
3784,-76.6067690787,39.3383601676
3785,-76.6466555228,39.3082947517
3786,-76.6070044655,39.3136058188
3787,-76.6514579911,39.2815884816
3788,-76.6874090981,39.3443615301
3789,-76.6080896866,39.3451010041
3790,-76.6603809148,39.3334624523
3791,-76.651581783,39.310292871
3792,-76.6501283268,39.296093196
3793,-76.6821655209,39.3465966662
3794,-76.6655403253,39.3376600337
3795,-76.6404882885,39.3129578414
3796,-76.5896064956,39.3028795529
3797,-76.6516455554,39.2822095289
3798,-76.6413239415,39.3001497017
3799,-76.5930348793,39.3204739641
3800,-76.6349382939,39.2863768825
3801,-76.6631503539,39.3094864593
3802,-76.5841455942,39.3097915373
3803,-76.6514641557,39.2838517616
3804,-76.6574578561,39.2768680051
3805,-76.647484886,39.286951195
3806,-76.6526810105,39.2812360948
3807,-76.6568803027,39.2869164703
3808,-76.6344080705,39.3094196095
3809,-76.6033801167,39.3503738369
3810,-76.6402198278,39.3295896941
3811,-76.6519910174,39.2818370903
3812,-76.5860630785,39.3033615878
3813,-76.5892025628,39.3026652419
3814,-76.6326082921,39.2641028999
3815,-76.5838283465,39.303835637
3816,-76.6466784131,39.3018095012
3817,-76.5786113445,39.3013007399
3818,-76.6537046482,39.3080420475
3819,-76.6632722518,39.3314650501
3820,-76.6082623735,39.3147892494
3821,-76.6024932467,39.3056143907
3822,-76.6514679609,39.2839164142
3823,-76.6371092147,39.2905257085
3824,-76.6484505523,39.2823860875
3825,-76.6351416993,39.3081261467
3826,-76.6038423181,39.3051921325
3827,-76.5811184033,39.3066472506
3828,-76.6386441399,39.2925926854
3829,-76.6495489648,39.3084769423
3830,-76.5852656096,39.3102080616
3831,-76.6367946853,39.2959762246
3832,-76.6714843809,39.3398967298
3833,-76.6673103658,39.3100280775
3834,-76.6500671052,39.2814348416
3835,-76.6456589947,39.2826183947
3836,-76.5756148812,39.2976389583
3837,-76.6466542071,39.2968379935
3838,-76.5894209421,39.3046997515
3839,-76.6664807853,39.2948974696
3840,-76.6711017623,39.3444441595
3841,-76.650093867,39.2964784957
3842,-76.6432500247,39.3089354494
3843,-76.6451180709,39.2830145583
3844,-76.5843167941,39.3108819486
3845,-76.5848118519,39.3108628922
3846,-76.6080669949,39.2757662221
3847,-76.6712174196,39.3456874232
3848,-76.638774079,39.2947771062
3849,-76.6673081132,39.3095210888
3850,-76.6777738514,39.3525079227
3851,-76.5637830264,39.3276929042
3852,-76.6461911632,39.2899811346
3853,-76.5816553102,39.2970663421
3854,-76.6069589527,39.3138968956
3855,-76.5793529609,39.3151417538
3856,-76.536487059,39.2795612284
3857,-76.598471175,39.3076407949
3858,-76.6339693689,39.3004519796
3859,-76.62948811,39.3013794458
3860,-76.6609431679,39.2954109278
3861,-76.633917417,39.3078489924
3862,-76.6349166109,39.3057537166
3863,-76.6977249271,39.3203672727
3864,-76.5871717465,39.2991907903
3865,-76.6165025238,39.2710729234
3866,-76.663233515,39.3294080175
3867,-76.6480077286,39.3159883762
3868,-76.5962810036,39.3082809286
3869,-76.6443975233,39.2887131917
3870,-76.6470842049,39.3094370912
3871,-76.6654109973,39.3076548007
3872,-76.6724951876,39.3437705205
3873,-76.6036250588,39.2961835589
3874,-76.6400797839,39.2856649043
3875,-76.6344210411,39.3105940463
3876,-76.6715266848,39.3430257459
3877,-76.6808336953,39.2846461768
3878,-76.66088423,39.2951612318
3879,-76.6072699689,39.3174285157
3880,-76.6666838562,39.3079109506
3881,-76.6697264547,39.3440923849
3882,-76.6482877511,39.3015027646
3883,-76.6415526616,39.2949073963
3884,-76.6405153124,39.3112476265
3885,-76.6771151495,39.3486261412
3886,-76.5887528931,39.3026196705
3887,-76.6640320608,39.2965267304
3888,-76.5920324223,39.3240839074
3889,-76.632441235,39.2986526693
3890,-76.6723958775,39.3439883704
3891,-76.6385516061,39.298842478
3892,-76.6525672002,39.3100923913
3893,-76.6501542498,39.3099442799
3894,-76.6659301436,39.3074347537
3895,-76.6630874092,39.3357126312
3896,-76.5941999241,39.3091610822
3897,-76.6417041706,39.2985006166
3898,-76.5830803129,39.3049235449
3899,-76.6348876429,39.3057304772
3900,-76.6509476946,39.2865762761
3901,-76.6506099264,39.2888561483
3902,-76.6483276246,39.3080726752
3903,-76.6315106957,39.2998463226
3904,-76.5905308007,39.3270127101
3905,-76.5922146128,39.3208366463
3906,-76.6459562643,39.309461918
3907,-76.6476668792,39.2970873737
3908,-76.6320610186,39.2958945401
3909,-76.6057874153,39.3520139671
3910,-76.5829532505,39.3038689122
3911,-76.645425586,39.2856362501
3912,-76.6578708506,39.2997556573
3913,-76.5903146207,39.2838666356
3914,-76.5869051446,39.3090316792
3915,-76.5922902686,39.3079949063
3916,-76.6681634027,39.3455659188
3917,-76.6668096347,39.3431268323
3918,-76.6746787062,39.3454010866
3919,-76.6497058274,39.2964909877
3920,-76.587737227,39.3121993864
3921,-76.6657696051,39.3042462919
3922,-76.6498989072,39.2942247888
3923,-76.6490590818,39.2823864479
3924,-76.6726306554,39.3416683865
3925,-76.6499062649,39.2799187254
3926,-76.5964143229,39.3153874581
3927,-76.5682695769,39.3239938138
3928,-76.5891904274,39.3024699305
3929,-76.6178534081,39.290737604
3930,-76.6781230561,39.3138165957
3931,-76.6745972853,39.3424481713
3932,-76.6453251192,39.2967771771
3933,-76.6376288109,39.3085554868
3934,-76.6568698056,39.2875132088
3935,-76.6713752883,39.3458566051
3936,-76.6534075698,39.288066085
3937,-76.6584052302,39.2825881387
3938,-76.636551807,39.3125902217
3939,-76.6456385152,39.2911860981
3940,-76.6322460664,39.3150067257
3941,-76.6573033717,39.2944211821
3942,-76.646704127,39.2892836778
3943,-76.6353416654,39.2946660744
3944,-76.597440757,39.3441716387
3945,-76.6466956839,39.2870167387
3946,-76.6200675891,39.2951742853
3947,-76.5940160666,39.3055633114
3948,-76.6496175711,39.2955763868
3949,-76.6738949939,39.2905839505
3950,-76.6526590019,39.2887659967
3951,-76.6496671147,39.2972826726
3952,-76.5858036578,39.300418206
3953,-76.5817878708,39.3020378591
3954,-76.6654494888,39.3083110613
3955,-76.6348968388,39.2960193749
3956,-76.6822050694,39.3105254705
3957,-76.6366710242,39.2921718131
3958,-76.5806610816,39.3046420119
3959,-76.5767868586,39.2975219003
3960,-76.6744006295,39.3417341579
3961,-76.6468295434,39.3057741406
3962,-76.5836112537,39.3117280183
3963,-76.6510069087,39.2863126646
3964,-76.6639207658,39.3355094873
3965,-76.6488286017,39.3095083614
3966,-76.5839890915,39.3114117736
3967,-76.6626277315,39.3365315272
3968,-76.6480681461,39.2797279098
3969,-76.6378804185,39.3003393773
3970,-76.6364779658,39.306387812
3971,-76.6696090996,39.3053402873
3972,-76.6667614414,39.3064343621
3973,-76.661770091,39.293656865
3974,-76.6713382627,39.3446958498
3975,-76.6476000577,39.2961669745
3976,-76.5840720829,39.3004935004
3977,-76.6020148955,39.2364803292
3978,-76.6499603463,39.2955640837
3979,-76.6879106271,39.3182554993
3980,-76.6089999312,39.2362020297
3981,-76.6435150356,39.2975018885
3982,-76.5926058415,39.284366781
3983,-76.6331540827,39.3138475298
3984,-76.6718729704,39.307172859
3985,-76.6398398139,39.2841485034
3986,-76.6511383157,39.2813768987
3987,-76.6640371214,39.3354572569
3988,-76.6320985879,39.299734176
3989,-76.641488709,39.3133266987
3990,-76.5596897499,39.2928346804
3991,-76.6699517881,39.3496945413
3992,-76.6433886186,39.3141851813
3993,-76.6537636236,39.3109119958
3994,-76.583786447,39.3042726722
3995,-76.6469000535,39.2827709637
3996,-76.5974722986,39.3092995555
3997,-76.5847397875,39.3013313381
3998,-76.659419501,39.3198914505
3999,-76.6323348308,39.2824674192
4000,-76.6329638077,39.3154359163
4001,-76.6468485887,39.3128256026
4002,-76.5796910894,39.2985787633
4003,-76.5858155007,39.3006490499
4004,-76.6359474474,39.3110575893
4005,-76.6734795812,39.3444577006
4006,-76.5817145331,39.2937356587
4007,-76.6499626018,39.2956003459
4008,-76.5847126232,39.3066189096
4009,-76.6464289893,39.2828462204
4010,-76.6423340392,39.2820313081
4011,-76.6460783713,39.2825053714
4012,-76.6391933305,39.3110085792
4013,-76.6803961306,39.3115849874
4014,-76.6749188553,39.3164800577
4015,-76.638249,39.3009497256
4016,-76.6649583551,39.300678008
4017,-76.5863703183,39.3039434773
4018,-76.5866786611,39.3028176263
4019,-76.6468915046,39.316173746
4020,-76.6486863941,39.3095159278
4021,-76.6033582862,39.312593963
4022,-76.6033451266,39.3067127538
4023,-76.6489345567,39.2837531709
4024,-76.6641210348,39.2984957926
4025,-76.6328419591,39.2945931579
4026,-76.6457356883,39.310167152
4027,-76.5814787017,39.3033650125
4028,-76.6101304059,39.3172959117
4029,-76.596259563,39.3086639779
4030,-76.6510950326,39.2867721137
4031,-76.5492996573,39.338965022
4032,-76.6005084335,39.3001090324
4033,-76.6088705794,39.2777784149
4034,-76.6510997894,39.2909533398
4035,-76.6106073329,39.3175856392
4036,-76.5954343199,39.3072608577
4037,-76.5958795245,39.3097424371
4038,-76.657157522,39.2887276079
4039,-76.6491094153,39.3067543061
4040,-76.6449892882,39.3065108987
4041,-76.5893555889,39.3074982726
4042,-76.6376869192,39.2815837593
4043,-76.6431587044,39.2950755648
4044,-76.5921854711,39.3145857342
4045,-76.5909099728,39.312056309
4046,-76.5933070809,39.3079391836
4047,-76.6399643654,39.3117806206
4048,-76.6444438597,39.2849868621
4049,-76.6084049429,39.320162081
4050,-76.5816893862,39.2975719184
4051,-76.6843289186,39.2837788786
4052,-76.6412886972,39.2998343988
4053,-76.5542446949,39.2865588315
4054,-76.6029104781,39.3062846499
4055,-76.6479498148,39.2996045103
4056,-76.6025736221,39.3067224243
4057,-76.6323663095,39.2644972259
4058,-76.6046782216,39.2695555188
4059,-76.5640301205,39.3557131506
4060,-76.6818103552,39.292263022
4061,-76.6902522931,39.3238784633
4062,-76.6370932443,39.2877753112
4063,-76.6617090672,39.3313760114
4064,-76.6395892296,39.298802086
4065,-76.6683613616,39.3096956099
4066,-76.5711431519,39.2891649368
4067,-76.5935091857,39.3233647674
4068,-76.6651330492,39.3027563395
4069,-76.6499072107,39.2897330383
4070,-76.5918150261,39.3094888004
4071,-76.6465785476,39.3068760975
4072,-76.659590246,39.2792797565
4073,-76.634718069,39.2809263655
4074,-76.5905628887,39.3226097997
4075,-76.5993503329,39.232293966
4076,-76.5926064315,39.319738014
4077,-76.5832234169,39.2993369193
4078,-76.6642402932,39.3362446079
4079,-76.6430838554,39.3126552845
4080,-76.6835946835,39.282274524
4081,-76.6796282003,39.3470200379
4082,-76.6486093423,39.2995814733
4083,-76.6572797687,39.3260332698
4084,-76.6661428078,39.3373808436
4085,-76.6320840203,39.2966596482
4086,-76.6684964154,39.3095201802
4087,-76.6483611713,39.2902870451
4088,-76.6495342635,39.2832164871
4089,-76.650779209,39.2885105675
4090,-76.6776542273,39.325622093
4091,-76.6492381712,39.2940415009
4092,-76.68378284,39.2843187984
4093,-76.6362406566,39.2999274395
4094,-76.6389834337,39.2987970141
4095,-76.6386413319,39.3099905476
4096,-76.5983127104,39.304551657
4097,-76.5473851282,39.3368082692
4098,-76.6552684556,39.2936576954
4099,-76.6452630581,39.3136502301
4100,-76.6494821921,39.3112303459
4101,-76.677316326,39.3255239625
4102,-76.5676880993,39.2912039557
4103,-76.6579852002,39.3308045356
4104,-76.5883473715,39.3025405781
4105,-76.6525409697,39.2875069576
4106,-76.6393163467,39.3124012213
4107,-76.6663896667,39.3093793258
4108,-76.6405160381,39.3002290627
4109,-76.6402992561,39.2838079915
4110,-76.6744638324,39.3494126825
4111,-76.5845756512,39.3086585183
4112,-76.6635259965,39.3326268238
4113,-76.6803054911,39.3470002808
4114,-76.584904282,39.309699717
4115,-76.595374718,39.3006387701
4116,-76.6508889312,39.2824739383
4117,-76.5896666796,39.3074854841
4118,-76.6091779051,39.3328505153
4119,-76.6349755762,39.2988888204
4120,-76.5991545658,39.3076438398
4121,-76.5894229448,39.3226120058
4122,-76.6726705185,39.3399045628
4123,-76.5893457002,39.3057539534
4124,-76.6711716232,39.283688303
4125,-76.6491031248,39.2837459713
4126,-76.5701299416,39.3553991984
4127,-76.5433887563,39.279510779
4128,-76.6352288449,39.3019219457
4129,-76.595380038,39.3097243065
4130,-76.6501849363,39.2945480742
4131,-76.6496545475,39.2961115999
4132,-76.6473266272,39.2823827085
4133,-76.5812644729,39.2958355965
4134,-76.6752221593,39.347367122
4135,-76.6631094886,39.298416325
4136,-76.635141566,39.2947082607
4137,-76.6363121321,39.3079507745
4138,-76.6447097862,39.2837020745
4139,-76.5824016496,39.3082652356
4140,-76.6486458974,39.3010613849
4141,-76.6463442903,39.2943466978
4142,-76.5780422547,39.3184746866
4143,-76.593410558,39.3207032953
4144,-76.6524455301,39.280812745
4145,-76.6716463054,39.3154442409
4146,-76.6458330994,39.304905264
4147,-76.6381942986,39.2857945108
4148,-76.6646627011,39.3015996179
4149,-76.6866597392,39.3262535765
4150,-76.649913324,39.2686313389
4151,-76.5966709898,39.3148365671
4152,-76.6647121181,39.3015977494
4153,-76.6350293264,39.3137726432
4154,-76.6587918868,39.2819616622
4155,-76.6860380437,39.3495067715
4156,-76.6480788177,39.296561054
4157,-76.6449435801,39.2879185965
4158,-76.6336003762,39.305543462
4159,-76.6853110661,39.2813626309
4160,-76.6381887747,39.2862037596
4161,-76.5824095007,39.3084055635
4162,-76.6447035167,39.3001951833
4163,-76.6465839838,39.3003210444
4164,-76.6640842554,39.2965248484
4165,-76.5680156609,39.2953421569
4166,-76.6513878888,39.2809970754
4167,-76.6470802035,39.3157756671
4168,-76.6722659135,39.3456684761
4169,-76.6432526049,39.2997354303
4170,-76.5788373922,39.2972133003
4171,-76.5821033699,39.3086057897
4172,-76.5841678509,39.3101612845
4173,-76.5982335943,39.3154651837
4174,-76.6754430285,39.3425489603
4175,-76.5771329268,39.2999191833
4176,-76.6080712204,39.3207048309
4177,-76.596927936,39.3203287964
4178,-76.6448075586,39.2858400913
4179,-76.6681097253,39.3439720397
4180,-76.6488621159,39.2961215827
4181,-76.6188003344,39.2944215257
4182,-76.6366614349,39.3088665619
4183,-76.5940865,39.3215125087
4184,-76.6292524899,39.3326429187
4185,-76.5825589226,39.3099989809
4186,-76.6228145462,39.2935706995
4187,-76.6045777447,39.2981919549
4188,-76.645592227,39.2857593761
4189,-76.5476693841,39.3656455045
4190,-76.58555718,39.3097302124
4191,-76.6586637689,39.3274173408
4192,-76.6476256997,39.2960031145
4193,-76.589864822,39.3230998827
4194,-76.6620179878,39.3286523054
4195,-76.5647443953,39.329409986
4196,-76.5896195245,39.3106607759
4197,-76.6315809575,39.2633053775
4198,-76.581812418,39.3082161755
4199,-76.6092201066,39.3191842642
4200,-76.6491587861,39.2817205665
4201,-76.6448097578,39.2858819166
4202,-76.6098791962,39.3217026288
4203,-76.5921846403,39.315101206
4204,-76.6406133091,39.2890780435
4205,-76.6382570982,39.299881314
4206,-76.6507265259,39.3099391221
4207,-76.6284879241,39.2810646428
4208,-76.6679646603,39.3109953662
4209,-76.6207612897,39.2502788874
4210,-76.6659686566,39.3079926736
4211,-76.6499513721,39.2954178136
4212,-76.5888763977,39.306837681
4213,-76.6098073987,39.3086123368
4214,-76.6497722566,39.2542341505
4215,-76.6572600411,39.2851246127
4216,-76.644351394,39.2950258268
4217,-76.641707986,39.2985659908
4218,-76.6449536495,39.2897401213
4219,-76.6034276045,39.3048240437
4220,-76.5845655547,39.3082060228
4221,-76.6359807151,39.2959595239
4222,-76.6454466728,39.2848585029
4223,-76.6628644247,39.3295711189
4224,-76.6487603778,39.31605445
4225,-76.6459323202,39.2915248675
4226,-76.6479028983,39.3010767075
4227,-76.5732947414,39.2988391346
4228,-76.6477445996,39.2827979658
4229,-76.6445123749,39.2912615284
4230,-76.6387082218,39.3039158436
4231,-76.5895944589,39.3036152685
4232,-76.6613538716,39.3298506507
4233,-76.6007395247,39.3124564004
4234,-76.5784062852,39.2963784126
4235,-76.6391042331,39.3014690924
4236,-76.6476703695,39.3106930365
4237,-76.5984886987,39.3080111204
4238,-76.5909903583,39.3223494349
4239,-76.5854253674,39.2992109379
4240,-76.6660400661,39.3349964581
4241,-76.6489106751,39.2961199533
4242,-76.6724777582,39.3160937027
4243,-76.5843507781,39.3050948157
4244,-76.6348782913,39.2901000808
4245,-76.5977712885,39.3099981586
4246,-76.6326949847,39.29460078
4247,-76.5841229385,39.3094279841
4248,-76.5814464565,39.2995425772
4249,-76.6318183933,39.2926954229
4250,-76.5938028713,39.3226945704
4251,-76.6398330791,39.3314658512
4252,-76.6099611804,39.3142305202
4253,-76.6081087765,39.3210627528
4254,-76.6467932622,39.2804587503
4255,-76.5736943609,39.3212284015
4256,-76.5832211044,39.305605705
4257,-76.5858072999,39.300516569
4258,-76.6428050885,39.2845702934
4259,-76.6451486094,39.2834280024
4260,-76.6647395099,39.3088579369
4261,-76.5923907929,39.3095849613
4262,-76.6038738975,39.3048084627
4263,-76.6654443886,39.3389540724
4264,-76.6369034928,39.287290816
4265,-76.6485190726,39.2825088852
4266,-76.6620804493,39.3414693095
4267,-76.5999390194,39.3148417702
4268,-76.6449878537,39.2985999396
4269,-76.6353283277,39.2824971395
4270,-76.6382473786,39.296075496
4271,-76.674423517,39.3416868169
4272,-76.6540079211,39.3031054095
4273,-76.6665573205,39.3050344594
4274,-76.6371926704,39.3017417182
4275,-76.6467979934,39.3064499421
4276,-76.6620271661,39.296070945
4277,-76.6721257123,39.3479743002
4278,-76.6447358324,39.284890676
4279,-76.6002587634,39.3235811257
4280,-76.5941356402,39.3026942781
4281,-76.665653457,39.3402570733
4282,-76.590732847,39.2844975761
4283,-76.6483804157,39.2946178582
4284,-76.5935685353,39.3055823025
4285,-76.5920010875,39.3035109678
4286,-76.606542831,39.2941050559
4287,-76.5699675834,39.3162100668
4288,-76.644083958,39.3081817279
4289,-76.5858744046,39.3138273708
4290,-76.631680996,39.296338829
4291,-76.638202396,39.2951586042
4292,-76.6431612589,39.2975139043
4293,-76.6412682866,39.2831340314
4294,-76.5978655768,39.3114607104
4295,-76.6447313795,39.286718871
4296,-76.6470602202,39.2816073927
4297,-76.6412598069,39.2993374516
4298,-76.6453456289,39.2970350384
4299,-76.6466146413,39.2862759858
4300,-76.5819302366,39.3071052169
4301,-76.6581805298,39.2807716707
4302,-76.6475165255,39.2943021274
4303,-76.5556789012,39.3302340487
4304,-76.5751565225,39.2943600887
4305,-76.6477212171,39.3067630126
4306,-76.5838746698,39.2970541053
4307,-76.633696759,39.3131793615
4308,-76.6453587368,39.2972534619
4309,-76.5961237384,39.3033495388
4310,-76.6349328105,39.3136736083
4311,-76.6470974235,39.2955680458
4312,-76.6351067953,39.2925875877
4313,-76.6306671518,39.2977180928
4314,-76.6741612658,39.3422699568
4315,-76.6607836569,39.3378505276
4316,-76.5956335004,39.3153444913
4317,-76.6354160745,39.2957555025
4318,-76.6461315529,39.2890630926
4319,-76.5912504118,39.3083479202
4320,-76.6637595827,39.3000821585
4321,-76.6490797206,39.290837816
4322,-76.6339225252,39.2964761104
4323,-76.6498278937,39.2812524371
4324,-76.5530817344,39.3455637011
4325,-76.5907070893,39.3088914007
4326,-76.6444085214,39.2835832236
4327,-76.6071141767,39.3447180031
4328,-76.6091220991,39.3123090526
4329,-76.6354251997,39.3023289059
4330,-76.6606248421,39.3368349744
4331,-76.6656339926,39.3025263307
4332,-76.6052600629,39.229777253
4333,-76.5898108159,39.2895880308
4334,-76.6459020364,39.3062554507
4335,-76.6329588313,39.3149978289
4336,-76.5890102771,39.2227153883
4337,-76.6576254583,39.2771757832
4338,-76.5758872149,39.305844991
4339,-76.6737292459,39.3421529698
4340,-76.6522504397,39.2866115178
4341,-76.5985040744,39.3295579058
4342,-76.6046721798,39.3041210789
4343,-76.5816195249,39.3066054745
4344,-76.6756041481,39.3459799152
4345,-76.6508758065,39.2822567259
4346,-76.6630574482,39.335679779
4347,-76.6473897634,39.2917664702
4348,-76.635135588,39.3053392252
4349,-76.6689906378,39.3376582546
4350,-76.6278932111,39.2809720248
4351,-76.5852633919,39.3101742772
4352,-76.6760582175,39.2825992051
4353,-76.6499053538,39.2943562925
4354,-76.5926747599,39.3100649858
4355,-76.6470407171,39.2971434121
4356,-76.6100695151,39.3147943669
4357,-76.5788963439,39.3040217847
4358,-76.6073688347,39.3162378451
4359,-76.6487510885,39.3100110824
4360,-76.6848342178,39.2939648386
4361,-76.654401185,39.2975092846
4362,-76.5889434035,39.3126387836
4363,-76.5855800907,39.3024839623
4364,-76.5828865751,39.304050026
4365,-76.6454772842,39.284113726
4366,-76.663769894,39.3100535109
4367,-76.540823416,39.3390841459
4368,-76.6519484795,39.2808625977
4369,-76.5998238575,39.3045953216
4370,-76.6525631196,39.2810244835
4371,-76.5965154185,39.3147408657
4372,-76.6029436971,39.3078237775
4373,-76.596092862,39.3236516296
4374,-76.58081829,39.2940362701
4375,-76.6873659605,39.3329024912
