n,name,zipCode,neighborhood,councilDistrict,policeDistrict,Location 1,Latitude,Longitude
0,410,21206,Frankford,2,NORTHEASTERN,"4509 BELAIR ROAD",39.33062656586441,-76.56218363446635
1,1919,21231,Fells Point,1,SOUTHEASTERN,"1919 FLEET ST",39.284693407275995,-76.58940902480583
2,SAUTE,21224,Canton,1,SOUTHEASTERN,"2844 HUDSON ST",39.28223765554446,-76.57568152578096
3,#1 CHINESE KITCHEN,21211,Hampden,14,NORTHERN,"3998 ROLAND AVE",39.337080051404314,-76.6330764116463
4,#1 chinese restaurant,21223,Millhill,9,SOUTHWESTERN,"2481 frederick ave",39.283570082094684,-76.65558969890469
5,19TH HOLE,21218,Clifton Park,14,NORTHEASTERN,"2722 HARFORD RD",39.320721973341506,-76.59120159577623
6,3 KINGS,21205,McElderry Park,13,SOUTHEASTERN,"2510 MCELDERRY ST",39.297798518787715,-76.58141122434773
7,"3 MILES HOUSE, INC.",21211,Remington,7,NORTHERN,"2701 MILES AVE",39.31957043912553,-76.62268579761064
8,3 W'S TAVERN,21205,McElderry Park,13,SOUTHEASTERN,"2518 MONUMENT ST",39.298908094234264,-76.58167230113497
9,300 SOUTH ANN STREET,21231,Upper Fells Point,1,SOUTHEASTERN,"300 ANN ST",39.28758855966538,-76.59156640306622
10,438 CLUB,21226,Curtis Bay,10,SOUTHERN,"1600 HAZEL ST",39.22607822143385,-76.58840201524004
11,5-MILE HOUSE,21215,Woodmere,5,NORTHWESTERN,"5302 REISTERSTOWN RD",39.34518624624934,-76.68675794911928
12,"743 S. MONTFORD,INC.",21224,Canton,1,SOUTHEASTERN,"743 MONTFORD ST",39.283090816289246,-76.58265483475202
13,A & W RESTAURANT,21224,Pulaski Industrial Area,1,SOUTHEASTERN,"5625 O DONNELL ST",39.28125279088471,-76.54746893973896
14,A TASTE OF CHINA,21202,Downtown,11,CENTRAL,"219 BALTIMORE ST",39.28937659625399,-76.6184064429022
15,ABACROMBIE FINE FOODS,21201,Mid-Town Belvedere,11,CENTRAL,"58 BIDDLE STREET",39.30338835389051,-76.61821136466193
16,ABC SUSHI,21205,Middle East,13,EASTERN,"2003 MONUMENT ST",39.29853279635256,-76.58934958321589
17,ACROPOLIS RESTAURANT,21224,Greektown,2,SOUTHEASTERN,"4718 EASTERN AVE",39.28709787606721,-76.55599239033575
18,ADMIRAL FELL INN,21231,Fells Point,1,SOUTHEASTERN,"818 BROADWAY",39.300078275892815,-76.59451633496008
19,AG & HARP'S,21230,Morrell Park,10,SOUTHWESTERN,"2522 WASHINGTON BLVD",39.26632915306902,-76.65290871016805
20,"AIRPORT BAR & GRILL, INC.",21222,Saint Helena,1,SOUTHEASTERN,"6500 RIVERVIEW AVE",39.257468016936514,-76.5314045721625
21,AKBAR RESTAURANT,21201,Mount Vernon,11,CENTRAL,"823 CHARLES ST",39.299333508635584,-76.61572530937474
22,"AKDEY SUBWAY, INC.",21223,Millhill,9,SOUTHWESTERN,"2407 FREDERICK AVE",39.28410601058499,-76.65468972664877
23,ALDO'S   RESTAURANT,21202,Little Italy,1,SOUTHEASTERN,"306 HIGH ST",39.286053569817454,-76.60170759642762
24,ALE MARY'S,21231,Fells Point,1,SOUTHEASTERN,"1939 FLEET ST",39.28471322113933,-76.5888600651391
25,ALEXANDER'S TAVERN,21231,Fells Point,1,SOUTHEASTERN,"710 BROADWAY",39.283168906221135,-76.59351631852246
26,ALFEO'S,21215,Mondawmin,7,WESTERN,"2401 LIBERTY HEIGHTS AVE",39.31907392702118,-76.65523878164367
27,AL-HO CLUB,21223,Booth-Boyd,9,SOUTHWESTERN,"2105 FREDERICK AVE",39.28561416826034,-76.65031096178063
28,BAY ATLANTIC CLUB,21212,Downtown,11,CENTRAL,"206 REDWOOD ST",39.28894755668546,-76.61167046411981
29,BAY CAFE,21224,Canton,1,SOUTHEASTERN,"2809 BOSTON ST",39.27827372095652,-76.5759367749614
30,BEACH  BUMS CAF,21230,Federal Hill,10,SOUTHERN,"1038 LIGHT ST",39.27731449776695,-76.61241523137704
31,BECKER'S TAVERN,21224,Baltimore Highlands,2,SOUTHEASTERN,"3820 PRATT ST",39.29038814020157,-76.5646323930697
32,BEDROCK,21201,Downtown,11,CENTRAL,"401 BALTIMORE ST",39.28927273714817,-76.62119859323968
33,BEDROCK (KITCHEN AREA),21201,Downtown,11,CENTRAL,"401 BALTIMORE ST",39.28927273714817,-76.62119859323968
34,BELAIR PUB,21206,Glenham-Belford,2,NORTHEASTERN,"5860 BELAIR RD",39.34487505204311,-76.54201780078006
35,BELT STREET PUB,21230,Riverside,10,SOUTHERN,"1747 BELT ST",39.26987265010382,-76.60565521371632
36,BELVEDERE TOWERS CAF,21210,Roland Park,6,NORTHERN,"1190 NORTHERN PKWY",39.361697007611895,-76.64556030026682
37,"BERGER'S TAVERN, INCORPORATED",21206,Waltherson,2,NORTHEASTERN,"5523 BELAIR RD",39.340116232778996,-76.54867408793802
38,BERMUDA BAR,21213,Broadway East,12,EASTERN,"1801 NORTH AVE",39.30986281971445,-76.64661859277305
39,BERTHA'S RESTAURANT,21231,Fells Point,1,SOUTHEASTERN,"734 BROADWAY",39.282615284468875,-76.5934953391378
40,BERT'S EATS & DRINKS (3103-05),21218,Charles Village,14,NORTHERN,"3105 ST PAUL ST",39.325937379307675,-76.61577130250282
41,BEST WESTERN TRAVEL PLAZA,21224,Pulaski Industrial Area,1,SOUTHEASTERN,"5625 O DONNELL ST",39.28125279088471,-76.54746893973896
42,BIG APPLE TREE CAF,21202,Downtown,11,CENTRAL,"300 BALTIMORE ST",39.28973777927621,-76.61076135834918
43,BIG BAD WOLF'S HOUSE OF BARBEQUE,21214,Harford-Echodale/Perring Parkway,3,NORTHEASTERN,"5713 HARFORD RD",39.35451973330015,-76.55946680684684
44,BIG KAHUNA CANTINA,21202,Inner Harbor,11,CENTRAL,"301 LIGHT ST",39.28577734125241,-76.61267164607881
45,BIG TEE'S BAR & GRILL,21224,Greektown,2,SOUTHEASTERN,"300 OLDHAM ST",39.28896853607017,-76.55595625917323
46,BILL'S 60'S & 70'S CLUB,21223,Hollins Market,9,SOUTHERN,"1000 LOMBARD ST",39.286798337074686,-76.63381185473253
47,BILL'S CAFE,21222,Graceland Park,1,SOUTHEASTERN,"6701 HOLABIRD AVE",39.272523043005094,-76.53050245952011
48,BILL'S LIGHTHOUSE INN,21230,Riverside,10,SOUTHERN,"1741 LIGHT ST",39.269724628889605,-76.611645988171
49,BILTMORE SUITES HOTEL,21201,Mount Vernon,11,CENTRAL,"205 MADISON ST",39.298433727035956,-76.61892000075665
50,BIRCHES RESTAURANT,21224,Canton,1,SOUTHEASTERN,"641 MONTFORD AVE",39.28409316466889,-76.58272476603435
51,BIRDS OF A FEATHER,21231,Fells Point,1,SOUTHEASTERN,"1712 ALICEANNA ST",39.28357800422259,-76.59257108158937
52,"BLACKTIE SERVICE, LLP",21215,Seton Business Park,5,NORTHWESTERN,"4700 MT HOPE DR",39.346462786229665,-76.7077950594936
53,BLACKTIE SERVICES,21211,Woodberry,7,NORTHERN,"3725 MALDEN AVE",39.3335706701514,-76.6514380200478
54,BLARNEY STONE INN,21225,Brooklyn,10,SOUTHERN,"3915 HANOVER ST",39.234975804390956,-76.61129050505195
55,BLARNEY STONE PUB,21231,Fells Point,1,SOUTHEASTERN,"704 BROADWAY",39.2832889549224,-76.59351631852246
56,BLEACHERS,21224,Canton,1,SOUTHEASTERN,"2501 FLEET ST",39.285023249824235,-76.5811897752871
57,ALLEN RESTAURANT,21206,Waltherson,2,NORTHEASTERN,"5621 BELAIR RD",39.34098821993149,-76.54743595440499
58,ALOHA TOKYO,21230,Locust Point Industrial Area,10,SOUTHERN,"1120 FORT AVE",39.270587113805334,-76.59822035918143
59,ALONSO'S RESTAURANT & COCKTAIL LOUNGE,21210,Evergreen,6,NORTHERN,"415 COLD SPRING LN",39.34455336814449,-76.6308980540012
60,AMBASSADOR DINNING ROOM,21218,Tuscany-Canterbury,14,NORTHERN,"3811 CANTERBURY RD",39.33527349507682,-76.6204048740849
61,AMBROSIA'S,21230,Cherry Hill,10,SOUTHERN,"1810 CHERRY HILL RD",39.25725239548274,-76.63300414932121
62,AMERICAN FOOD SERVICE,21223,Hollins Market,9,SOUTHERN,"901 PRATT ST",39.285822796585876,-76.6320787262514
63,AMERICAN LEGION FEDERAL POST #19,21217,Madison Park,11,CENTRAL,"1502 MADISON AVE",39.304817282192914,-76.62916026343458
64,AMERICAN LEGION POST #187,21226,Curtis Bay,10,SOUTHERN,"1527 CHERRY ST",39.22215274905119,-76.58879945802778
65,AMERICAN LEIGON FORT MCHENRY POST #133,21230,Riverside,10,SOUTHERN,"506 FORT AVE",39.27293796861346,-76.60647224329858
66,AMIGO'S BAR,21224,Highlandtown,2,SOUTHEASTERN,"400 EATON ST",39.28759788383638,-76.56536550511316
67,ANGELINA'S,21234,North Harford Road,3,NORTHEASTERN,"7135 HARFORD RD",39.36801995565753,-76.54780810645815
68,ANGELO'S RESTAURANT & CARRYOUT,21211,Wyman Park,7,NORTHERN,"3600 KESWICK RD",39.331417953976484,-76.6280658397659
69,ANGELS ROCK BAR,21202,Downtown,11,CENTRAL,"10 MARKET PLACE",39.28846222944941,-76.606689938589
70,ANGLE INN,21224,Pulaski Industrial Area,1,SOUTHEASTERN,"5805 O Donnell ST",39.28133127741762,-76.54554311172444
71,ANNABEL LEE TAVERN,21224,Canton,1,SOUTHEASTERN,"601 CLINTON ST",39.2985024927969,-76.57069542984942
72,ANNS AT LEXINGTON PLACE,21201,Seton Hill,11,CENTRAL,"631 LEXINGTON ST",39.29131468742395,-76.6249268667807
73,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,21215,Fallstaff,5,NORTHWESTERN,"6798 REISTERSTOWN RD",39.35937924515713,-76.70664788698957
74,aramark at citi bank baltimore,21202,Downtown,11,CENTRAL,"300 st paul pl",39.29269470429824,-76.61415535388568
75,ARAMARK FHC SPORTS  (MAIN KITCHEN),21230,Stadium Area,10,SOUTHERN,"1101 RUSSELL ST",39.27835647297394,-76.62416018034725
76,ARAMARK FHC SPORTS (BAR 200-201),21230,Stadium Area,10,SOUTHERN,"1101 RUSSELL ST",39.27835647297394,-76.62416018034725
77,ARAMARK FHC SPORTS (BAR 210),21230,Stadium Area,10,SOUTHERN,"1101 RUSSELL ST",39.27835647297394,-76.62416018034725
78,ARAMARK FHC SPORTS (BAR 217),21230,Stadium Area,10,SOUTHERN,"1101 RUSSELL ST",39.27835647297394,-76.62416018034725
79,ARAMARK FHC SPORTS (BAR 221),21230,Stadium Area,10,SOUTHERN,"1101 RUSSELL ST",39.27835647297394,-76.62416018034725
80,ARAMARK FHC SPORTS (BAR 232),21230,Stadium Area,10,SOUTHERN,"1101 RUSSELL ST",39.27835647297394,-76.62416018034725
81,ARAMARK FHC SPORTS (BAR 236),21230,Stadium Area,10,SOUTHERN,"1101 RUSSELL ST",39.27835647297394,-76.62416018034725
82,ARAMARK FHC SPORTS (BAR 244),21230,Stadium Area,10,SOUTHERN,"1101 RUSSELL ST",39.27835647297394,-76.62416018034725
83,ARAMARK FHC SPORTS (BAR 252-253),21230,Stadium Area,10,SOUTHERN,"1101 RUSSELL ST",39.27835647297394,-76.62416018034725
84,ARAMARK/PNC,21201,Downtown,11,CENTRAL,"Hopkins Pl",39.28792011452276,-76.61768992604846
85,ARA-MONUMENTAL LIFE INSURANCE COMPANY,21202,Mid-Town Belvedere,12,CENTRAL,"2 CHASE ST",39.30239471544485,-76.61607588759136
86,ARCH SOCIAL CLUB,21217,Penn North,7,CENTRAL,"2426 PENNSYLVANIA",39.30985815762898,-76.64228984999579
87,ARCOS,21231,Washington Hill,1,SOUTHEASTERN,"129 BROADWAY",39.28945222654011,-76.59359557397573
88,ARIZONA BAR & GRILL,21231,Washington Hill,1,SOUTHEASTERN,"25 BROADWAY",39.29049303622571,-76.59365501556573
89,ASAHI SUSHI,21231,Fells Point,1,SOUTHEASTERN,"629 BROADWAY",39.283804115368696,-76.59315500779655
90,asian taste,21211,Hampden,14,NORTHERN,"916 36th st",39.331165284951055,-76.63154876296426
91,ATWATER'S,21212,Chinquapin Park-Belvedere,4,NORTHERN,"529 BELVEDERE AVE",39.364120110355884,-76.60950460615186
92,AU BON PAIN,21202,Downtown,11,CENTRAL,"1 SOUTH ST",39.28926341297722,-76.61090471747792
93,AUSTIN GRILL,21224,Canton,1,SOUTHEASTERN,"2400 BOSTON ST",39.28141479835534,-76.58157439733975
94,AUSTIN GRILL,21224,Canton,1,SOUTHEASTERN,"2400 BOSTON ST",39.28141479835534,-76.58157439733975
95,AVENUE BAR & LIQUOR,21202,Johnston Square,12,EASTERN,"1238 GREENMOUNT AVE",39.304731033611404,-76.60819371656595
96,azteca de oro,21224,Greektown,2,SOUTHEASTERN,"4901 eastern ave",39.287113027845066,-76.55471964189718
97,B,21217,Bolton Hill,11,CENTRAL,"1501 bolton ST",39.30703410204325,-76.62608212418985
98,B & J RESTAURANT,21223,Carrollton Ridge,9,SOUTHWESTERN,"2251 WILKENS AVE",39.28030405738741,-76.65175154439743
99,B & O CAFE,21223,New Southwest/Mount Clare,9,SOUTHERN,"1301 PRATT ST",39.2855325817643,-76.63811961812507
100,B G'S,21223,Carrollton Ridge,9,SOUTHERN,"301 PAYSON ST",39.292042013229434,-76.64883541262338
101,"B.G.'S,PUB INCORPORATED",21224,Greektown,2,SOUTHEASTERN,"619 OLDHAM ST",39.28579793932454,-76.55566921805917
102,babalu grill,21202,Downtown,11,CENTRAL,"34 MARKET PL",39.288576920889284,-76.60685220326576
103,BACKSTRETCH SALOON,21209,Medfield,7,NORTHERN,"1301 OLD COLDSPRING Ln",39.34341348914228,-76.64139589600302
104,BAJA BEACH CLUB  (COMBINED WITH BAR-L),21202,Downtown,11,CENTRAL,"55 MARKET PL",39.28806409238507,-76.6066855337096
105,BALTIMORE BEVERAGE CO. LLC,21201,Downtown,11,CENTRAL,"20 BALTIMORE ST",39.28949768187363,-76.61609128308544
106,BALTIMORE BEVERAGE CO. -STARBUCKS,21201,Downtown,11,CENTRAL,"20 BALTIMORE ST",39.28949768187363,-76.61609128308544
107,BALTIMORE COUNTRY CLUB,21210,Roland Park,6,NORTHERN,"4712 CLUB RD",39.35008725912081,-76.63814875615935
108,BALTIMORE DELIGHT RESTAURANT,21224,Greektown,2,SOUTHEASTERN,"4713 EASTERN AVENUE",39.28703260687041,-76.55608912860959
109,"BALTIMORE EAGLE, INC.",21218,Charles North,12,NORTHERN,"2022 CHARLES ST",39.31306800078869,-76.61671600164135
110,BALTIMORE ESTONIAN SOCIETY,21213,South Clifton Park,12,EASTERN,"1932 BELAIR RD",39.313283622242466,-76.58325041527365
111,BALTIMORE MARRIOTT WATERFRONT/EMPLOYEE CAFETERIA,21202,Inner Harbor,1,SOUTHEASTERN,"700 ALICEANNA ST",39.28305818259014,-76.6024360463856
112,BALTIMORE MARRIOTT WATERFRONT/GRILLE 700 RESTAURAN,21202,Inner Harbor,1,SOUTHEASTERN,"700 ALICEANNA ST",39.28305818259014,-76.6024360463856
113,BALTIMORE MARRIOTT WATERFRONT/KOZMOS BAR,21202,Inner Harbor,1,SOUTHEASTERN,"700 ALICEANNA ST",39.28305818259014,-76.6024360463856
114,BALTIMORE MARRIOTT WATERFRONT/RIGANOS DELI,21202,Inner Harbor,1,SOUTHEASTERN,"700 ALICEANNA ST",39.28305818259014,-76.6024360463856
115,BALTIMORE MARRIOTT-INNER HARBOR/EMP. CAFETERIA,21202,Inner Harbor,11,SOUTHERN,"110 EUTAW ST",39.29079956834647,-76.62105639963232
116,BALTIMORE MARRIOTT-INNER HARBOR/REST/BAR,21201,Inner Harbor,11,SOUTHERN,"110 EUTAW ST",39.29079956834647,-76.62105639963232
117,BALTIMORE PHO,21223,Hollins Market,9,SOUTHERN,"1114 16 HOLLINS ST",52.32383738600049,4.928365282000414
118,BALTMORE KICKERS,21231,Washington Hill,1,SOUTHEASTERN,"26 BROADWAY",39.29178343475877,-76.59400177885823
119,BANJARA,21230,Federal Hill,10,SOUTHERN,"1015 CHARLES ST",39.30165289436667,-76.61587566163166
120,BANTHAI,21201,Downtown,11,CENTRAL,"340 CHARLES ST",39.29390684562554,-76.61546539900814
121,BARISTA ESPRESSO CAF,21230,Inner Harbor,10,SOUTHERN,"500 HARBORVIEW DR",39.276206087841786,-76.60464587310776
122,BARNES & NOBLE BOOKSELLERS,21202,Inner Harbor,11,CENTRAL,"601 PRATT ST",39.28673306787789,-76.60725896932519
123,BARTENDERS,21231,Canton,1,SOUTHEASTERN,"2218 BOSTON ST",39.28354536962422,-76.58512457184071
124,BLU BAMBU-FRESH AISIAN EATS,21202,Inner Harbor,11,CENTRAL,"621 PRATT ST",39.28674355757022,-76.60717971387191
125,BLUE AGAVE RESTAURANT AND TEQUILERIA,21230,Federal Hill,10,SOUTHERN,"1032 LIGHT ST",39.27744387063922,-76.6124455349327
126,BLUE CRAB EXPRESS & CAF INC.,21230,Cherry Hill,10,SOUTHERN,"1020 PATAPSCO AVE",39.23413779542403,-76.59512240607336
127,blue island malaysian cuisine,21201,Downtown,11,CENTRAL,"400 lexington st",39.291456028474045,-76.62249724305252
128,BLUE JEAN CAFE,21224,Broening Manor,1,SOUTHEASTERN,"6422 HOLABIRD AVE",39.27241814698101,-76.5360316884109
129,BLUE MOON  DINING  HOUSE  & EXPRESSO  BAR,21231,Fells Point,1,SOUTHEASTERN,"1621 ALICEANNA ST",39.2834626176068,-76.59423894177291
130,BLUE PARROT,21206,Glenham-Belford,2,NORTHEASTERN,"5860 BELAIR RD",39.34487505204311,-76.54201780078006
131,BLUE POINT CRAB HOUSE (seasonal),21224,Patterson Place,13,SOUTHEASTERN,"237 MONTFORD AVE",39.29537190509046,-76.58347536089838
132,BLUE SEA GRILL,21202,Downtown,11,CENTRAL,"614 WATER ST",39.28869303775457,-76.60779578005042
133,BLUE SKY RESTAURANT,21201,Downtown,11,CENTRAL,"237 PARK AVE",39.29284272551246,-76.61805518479815
134,BLUEHOUSE,21231,Fells Point,1,SOUTHEASTERN,"1407 FLEET ST",39.28433326117215,-76.59767955726494
135,BO BROOKS,21224,Canton,1,SOUTHEASTERN,"2701 BOSTON ST",39.279449190628725,-76.57851459257358
136,BOB CUMMINGS PLACE,21224,Baltimore-Linwood,1,SOUTHEASTERN,"148 EAST AVE",39.2945175788243,-76.57254627598905
137,BOB DELI,21224,Hopkins Bayview,2,SOUTHEASTERN,"333 CASSELL DR",39.288576920889284,-76.55256576020088
138,BOB'S BAR,21230,Washington Village,9,SOUTHERN,"1173 WASHINGTON BLVD",39.281816903228616,-76.63387246184385
139,BOB'S OLDIE'S CAF,21224,Brewers Hill,1,SOUTHEASTERN,"4017 19 EASTERN AVE",39.29058294954456,-76.60925984306652
140,BOCCACCIO,21202,Little Italy,1,SOUTHEASTERN,"925 EASTERN AVE",39.285231330462636,-76.60095653301676
141,BOP BRICK OVEN PIZZA,21231,Fells Point,1,SOUTHEASTERN,"800 BROADWAY",39.299558454260364,-76.59447554171209
142,BOUILLABAISSE CAF,21201,Downtown,11,CENTRAL,"316 PARK AVE",39.293526886557686,-76.61816590932847
143,BOULDER GARDEN CAFE,21210,Loyola/Notre Dame,6,NORTHERN,"4501 CHARLES ST",39.345415853959594,-76.62207622993327
144,BRASS MONKEY SALOON,21231,Fells Point,1,SOUTHEASTERN,"1601 EASTERN AVE",39.28548362986669,-76.59513988889398
145,BRASSERIE TATIN,21210,Tuscany-Canterbury,14,NORTHERN,"105 39TH ST",39.33637783377111,-76.61453825553525
146,BREEZE INC.,21211,Hampden,14,NORTHERN,"850 36TH ST",39.33118834626623,-76.6310623925146
147,"BRENDAL, INC.",21230,Riverside,10,SOUTHERN,"201 FORT AVE",39.272763140407676,-76.6098895492625
148,BREWER'S HILL PUB & GRILL,21224,Brewers Hill,1,SOUTHEASTERN,"3734 FLEET ST",39.285687596106754,-76.56536200854907
149,BREWSTER'S TAVERN,21231,Upper Fells Point,1,SOUTHEASTERN,"2201 GOUGH ST",39.28793355399142,-76.58579008454399
150,BROADWAY DINER,21224,Pulaski Industrial Area,1,SOUTHEASTERN,"6501 EASTERN AVE",39.28775289817878,-76.53607015061618
151,BROOKEY'S,21206,Belair-Edison,13,NORTHEASTERN,"4201 BELAIR RD",39.3277695744074,-76.56585171818142
152,BROOKLYN BOOSTER CLUB,21225,Brooklyn,10,SOUTHERN,"646 PATAPSCO AVE",39.23597159401493,-76.60113047988693
153,"BROOKLYN INN, LLC",21225,Brooklyn,10,SOUTHERN,"705 PATAPSCO",39.23574388207561,-76.60059918650245
154,BROOKLYN PLEASURE CLUB,21225,Brooklyn,10,SOUTHERN,"430 PATAPSCO AVE",39.23697700278751,-76.60433234785876
155,"BROTHERS PLACE, INC.",21223,Carrollton Ridge,9,SOUTHERN,"1846 PRATT ST",39.285187587438315,-76.64652185449916
156,"BRUCE MCKELDIN CONSULTING, LLC",21231,Fells Point,1,SOUTHEASTERN,"702 BROADWAY",39.29857941720741,-76.59443591398542
157,BUD PAOLINO'S RESTAURANT,21224,Baltimore Highlands,2,SOUTHEASTERN,"3919 LOMBARD ST",39.29150354325503,-76.56411023949516
158,BUFFALO WINGGS AND BEER,21234,North Harford Road,3,NORTHEASTERN,"7653 HARFORD RD",39.323613970009774,-76.58736122803742
159,BULL ROBINSON  LIQUORS (AKA 2736 GREENMOUNT AV,21218,Harwood,12,NORTHERN,"454 WHITERIDGE AVE",39.321557651265664,-76.60960982413326
160,BULLSEYE BAR & GRILLE,21234,North Harford Road,3,NORTHEASTERN,"7653 HARFORD RD",39.323613970009774,-76.58736122803742
161,BURGER KING,21230,Carroll Park,9,SOUTHERN,"1735 WASHINGTON BLVD",39.27578766566933,-76.6415520758668
162,BURGER KING,21231,Fells Point,1,SOUTHEASTERN,"2033 EASTERN AVE",39.2857936585516,-76.58746959904198
163,BURGER KING,21224,Kresson,2,EASTERN,"4100 PULASKI HWY",39.29722741331557,-76.56246802168107
164,BURGER KING,21202,Downtown,11,CENTRAL,"8 FAYETTE ST",39.290438257620565,-76.61466235478304
165,BURGER KING # 10293,21217,Druid Heights,11,CENTRAL,"1201 NORTH AVE",39.31026259354496,-76.63715922941412
166,BURGER KING # 13360,21211,Remington,7,NORTHERN,"555 29TH ST",39.32082337370082,-76.62588165451393
167,BURGER KING #10294,21202,Pleasant View Gardens,12,SOUTHEASTERN,"1241 ORLEANS ST",39.29487306194335,-76.6002297162276
168,BURGER KING #10295,21215,Central Park Heights,6,NORTHWESTERN,"4400 REISTERSTOWN RD",39.33921994684414,-76.66818305120603
169,BURGER KING #1950,21230,Cherry Hill,10,SOUTHERN,"1437 PATAPSCO AVE",39.24841541963701,-76.63904620671627
170,BURGER KING #2610,21215,Mondawmin,7,WESTERN,"2401 LIBERTY HEIGHTS AVE",39.31907392702118,-76.65523878164367
171,"BURKE'S CAFE, INCORPORATED",21202,Downtown,11,CENTRAL,"36 LIGHT ST",39.28791723669218,-76.61368564877284
172,BURKE'S CAF/ COMEDY FACTORY,21202,Downtown,11,CENTRAL,"36 LIGHT ST",39.28791723669218,-76.61368564877284
173,BUSTER'S PUB,21224,Baltimore-Linwood,1,SOUTHEASTERN,"3208 LOMBARD ST",39.291287921801256,-76.5709110513032
174,"BUTTS & BETTY'S TAVERN, INC.",21231,Upper Fells Point,1,SOUTHEASTERN,"2200 GOUGH ST",39.28798833349589,-76.58582038809965
175,B-WATCH,21231,Fells Point,1,SOUTHEASTERN,"2000 EASTERN AVE",39.28582745867135,-76.58865143681356
176,BYZANTIO CAF,21224,Greektown,2,SOUTHEASTERN,"4618 EASTERN AVE",39.287054971211035,-76.55709348697405
177,CAF AZAFRAN,21218,Johns Hopkins Homewood,14,NORTHERN,"3700 SAN MARTIN DR",39.331523322144676,-76.62429849248065
178,CAF EXPRESS,21201,Downtown,11,CENTRAL,"36 CHARLES ST",39.28806758894916,-76.61506562517764
179,CAF GIA,21202,Little Italy,1,SOUTHEASTERN,"410 HIGH ST",39.28539388472109,-76.60128800873383
180,CAF GOURMET,21201,Downtown,11,CENTRAL,"1 CHARLES ST",39.290053635567915,-76.6151553703233
181,CAFE' INTERNATIONALE,21202,Inner Harbor,11,CENTRAL,"401 PRATT ST",39.286222570416385,-76.62138041457365
182,CAF LATTE 'DA,21231,Fells Point,1,SOUTHEASTERN,"1704 ALICEANNA ST",39.28357800422259,-76.59286129641089
183,CAFE MANET,21230,Federal Hill,10,SOUTHERN,"1020 CHARLES ST",39.30196875065843,-76.61596540677732
184,"CAF ON THE SQUARE, LLC",21201,Downtown,11,CENTRAL,"11 PACA ST",39.28937106182616,-76.6222382032297
185,CAF SUSSIE'S,21202,Greenmount West,12,EASTERN,"203 NORTH AVE",39.311122747417926,-76.61357958632806
186,CAFE ZEN,21212,Rosebank,4,NORTHERN,"438 BELVEDERE AVE",39.36412364469152,-76.61101886482794
187,CALIFORNIA PIZZA KITCHEN,21202,Inner Harbor,11,CENTRAL,"201 PRATT ST",39.286603695005624,-76.61100961440138
188,CAMDEN PUB,21201,University Of Maryland,11,CENTRAL,"647 PRATT ST",39.28611301140745,-76.62513921740015
189,CAMERON'S SEAFOOD,21215,Central Park Heights,6,NORTHWESTERN,"2707 COLD SPRING LN",39.33910187575208,-76.66742845705687
190,CANTINA LAS AMERICAS/LA RUMBA,21202,Washington Hill,1,SOUTHEASTERN,"1650 54 E PRATT ST",39.29058294954456,-76.60925984306652
191,CANTON COVE,21224,Canton,1,SOUTHEASTERN,"901 CLINTON ST",39.28232273860459,-76.56965578568514
192,CANTON STATION,21224,Canton Industrial Area,1,SOUTHEASTERN,"1028 CONKLING ST",39.28074812103006,-76.56680608862928
193,CANTON'S PEARLS,21224,Canton,1,SOUTHEASTERN,"3301 BOSTON ST",39.277042931287326,-76.56881078358998
194,CANTON'S PORTSIDE TAVERN,21224,Canton,1,SOUTHEASTERN,"2821 O DONNELL ST",39.27999286318118,-76.57598922342311
195,CAPTAIN LARRY'S,21230,Riverside,10,SOUTHERN,"601 FORT AVE",39.27287386493799,-76.60491743958738
196,caribbean paradise,21201,Charles North,12,CENTRAL,"1818 charles ST",39.310479380520064,-76.61655632611274
197,CARIBOU COFFEE,21201,Downtown,11,CENTRAL,"1 CHARLES ST",39.290053635567915,-76.6151553703233
198,CARL REFEERS BAR & GRILL,21231,Fells Point,1,SOUTHEASTERN,"707 BROADWAY",39.298680817566776,-76.59413521037084
199,CARLOS O'CHARLIES,21224,Highlandtown,1,SOUTHEASTERN,"3508 EASTERN AVE",39.28662817095443,-76.5676813942801
200,CARL'S LITTLE HOUSE,21230,Washington Village,10,SOUTHERN,"1171 HAMBURG ST",39.27975922920615,-76.63048679402954
201,CARLYLE CLUB,21210,Roland Park,14,NORTHERN,"500 UNIVERSITY PKWY",39.336935527653566,-76.62444573308329
202,CAROLINAS TEX- MEX RESTAURANT,21231,Fells Point,1,SOUTHEASTERN,"1704 GOUGH ST",39.287687628981985,-76.59282166868428
203,CAROLINA'S TEX-MEX RESTURANT,21231,Fells Point,1,SOUTHEASTERN,"505 BROADWAY",39.28538456055014,-76.59332517391687
204,CARROLL STATION,21223,Carroll Park,9,SOUTHERN,"1415 WASHINGTON BLVD",39.279297047821615,-76.6370613256189
205,CARROLL STATION,21230,Carroll Park,9,SOUTHERN,"1415 19 WASHINGTON BLVD",39.29058294954456,-76.60925984306652
206,CASSANOVIA,21217,Penn North,7,WESTERN,"2700 PENNSYLVANIA AVE",39.31257731719052,-76.64553932088216
207,CASTAWAY'S BAR &  GRILL,21231,Canton,1,SOUTHEASTERN,"2206 BOSTON ST",39.283724859915424,-76.58539497279895
208,CATALINA RESTAURANT,21230,Inner Harbor,10,SOUTHERN,"500 HARBOR VIEW DR",39.27577007672875,-76.60457767481904
