n,name,zipCode,neighborhood,councilDistrict,policeDistrict,Location 1,Latitude,Longitude
992,RITA'S ITALIAN ICE,21215,Fallstaff,5,NORTHWESTERN,"6796 REISTERSTOWN RD",39.3593664073349,-76.70663118837786
993,ROBBIE'S NEST,21213,Broadway East,12,EASTERN,"2250 NORTH AVE",39.31254817915624,-76.5860919536799
994,ROBERT OLIVER SEAFOOD,21201,Mid-Town Belvedere,11,CENTRAL,"1225 CATHEDRAL ST",39.304140115175244,-76.61853771064602
995,ROCCO'S CAPRICCIO,21202,Little Italy,1,SOUTHEASTERN,"242 HIGH ST",39.28637292177399,-76.60190806520427
996,"ROCK ""N"" ROBIN CAFE",21225,Brooklyn,10,SOUTHERN,"3733 HANOVER ST",39.236536768458166,-76.61050334465284
997,ROCKET TO VENUS (3358-3360),21211,Hampden,7,NORTHERN,"3358 CHESTNUT AVE",39.32853911798702,-76.62926632587943
998,RODOS  BAR,21231,Fells Point,1,SOUTHEASTERN,"719 BROADWAY",39.28305235498328,-76.59310489037756
999,ROMAN'S PLACE,21224,Baltimore-Linwood,1,SOUTHEASTERN,"2 DECKER AVE",39.292648083443396,-76.5740964185141
1000,ROOTS UNLIMITED,21223,Penrose/Fayette Street Outreach,9,WESTERN,"2148 VINE ST",39.28990306747369,-76.65085692580567
1001,ROPEWALK TAVERN,21230,Federal Hill,10,SOUTHERN,"1209 CHARLES ST",39.3040934943204,-76.61608545547858
1002,ROSIE'S,21223,Carrollton Ridge,9,SOUTHWESTERN,"482 BENTALOU ST",39.281509205586474,-76.65252545058826
1003,ROSITAS RESTAURANT,21231,Fells Point,1,SOUTHEASTERN,"206 BROADWAY",39.29432759884071,-76.59415618975555
1004,ROYAL RESTAURANT,21202,Downtown,11,CENTRAL,"206 LEXINGTON ST",39.291257618245595,-76.61180100251346
1005,ROYAL VILLAGE,21220,Federal Hill,10,SOUTHERN,"1033 LIGHT ST",39.27752662265658,-76.61238609424203
1006,"ROY'S EAST ATLANTIC I, LIMITED PARTNERSHIP",21202,Inner Harbor,1,SOUTHEASTERN,"720 ALICEANNA ST",39.28311762328076,-76.60210503831604
1007,RUB BARBEQUE,21230,Riverside,10,SOUTHERN,"1843 LIGHT STREET",39.268662839819285,-76.6118359681546
1008,RUBY TUESDAY,21239,Loch Raven,4,NORTHEASTERN,"1728 NORTHERN PKWY",39.359624746585894,-76.65279068853863
1009,RUBY TUESDAY,21218,Charles Village,14,NORTHERN,"3003 CHARLES ST",39.32514279230713,-76.61725563803645
1010,RUMOR BAR AND GRILL,21205,McElderry Park,13,SOUTHEASTERN,"2600 MONUMENT ST",39.298938396890605,-76.58072123569565
1011,RUSSELL SERNOCKY AMERICAN LEGION POST #184,21223,New Southwest/Mount Clare,9,SOUTHERN,"1410 PRATT ST",39.28551158799047,-76.63977969557567
1012,RUSTY SCUPPER,21230,Federal Hill,11,CENTRAL,"402 KEY HWY",39.280875037853775,-76.60789928752132
1013,RUTH E'S PLACE,21223,Millhill,9,SOUTHWESTERN,"2696 WILKENS Ave",39.27809772722941,-76.65858848736798
1014,RUTH'S CHRIS STEAK HOUSE,21202,Downtown,11,CENTRAL,"600 WATER ST",39.288690228272515,-76.60790350444239
1015,RUTH'S CHRIS STEAK HOUSE,21201,Inner Harbor,11,CENTRAL,"711 EASTERN AVE",39.28502143858958,-76.60521060058795
1016,RUTLAND BAR,21213,Broadway East,12,EASTERN,"1508 RUTLAND AVE",39.30801896670306,-76.59281584107742
1017,RYAN'S DAUGHTER,21212,Chinquapin Park-Belvedere,4,NORTHERN,"600 BELVEDERE AVE",39.364202817407204,-76.60781096420385
1018,RYLEIGH'S OYSTERS,21230,Federal Hill,10,SOUTHERN,"36 CROSS ST",39.27697766209053,-76.61317282026863
1019,S.O.S BAR & LOUNGE,21224,Baltimore-Linwood,1,SOUTHEASTERN,"2511 FAYETTE ST",39.288872963317715,-76.65689964779972
1020,SABATINO'S RESTAURANT,21202,Little Italy,1,SOUTHEASTERN,"901 FAWN ST",39.286334459568764,-76.60163999618806
1021,saigon remembered restaurant,21212,Mid-Govans,4,NORTHERN,"5857 york rd",39.36338161227269,-76.60992036812968
1022,SAINT BENEDICT BOOSTER CLUB,21223,Millhill,9,SOUTHWESTERN,"2612 WILKENS AVE",39.278799055433126,-76.6564148052982
1023,SALSA RICO,21210,Loyola/Notre Dame,6,NORTHERN,"4501 CHARLES ST",39.345415853959594,-76.62207622993327
1024,SALSARITA'S FRESH CANTINA,21201,Downtown,11,CENTRAL,"324 BALTIMORE ST",39.289382507497805,-76.61985261480555
1025,SALT,21231,Upper Fells Point,1,SOUTHEASTERN,"2127 PRATT ST",39.28494282884958,-76.65087973531075
1026,SAMMY'S TRATTORIA,21201,Mid-Town Belvedere,12,CENTRAL,"1200 CHARLES ST",39.27563731431172,-76.61432552000593
1027,SAMOS RESTAURANT,21224,Greektown,2,SOUTHEASTERN,"600 OLDHAM ST",39.285938183201665,-76.55574646532631
1028,SAMPSON'S RESTAURANT,21223,Poppleton,11,WESTERN,"946 FAYETTE ST",39.2899277592598,-76.63370113020221
1029,SAM'S BAGELS,21230,Federal Hill,10,SOUTHERN,"915 LIGHT ST",39.278302858990855,-76.61250497652264
1030,SAND MAN,21224,Canton,1,SOUTHEASTERN,"708 BAYLIS ST",39.283941887009576,-76.5679374510517
1031,SANDPIPER,21223,Poppleton,9,WESTERN,"1126 BALTIMORE ST",39.2886783212486,-76.6365415039864
1032,SANDY'S CAFE,21224,Baltimore Highlands,1,SOUTHEASTERN,"3601 PULASKI HWY",39.2962833419038,-76.5676569183313
1033,SANTA ANA RESTURANT,21231,Fells Point,1,SOUTHEASTERN,"246 BROADWAY",39.28786828479457,-76.59375641592504
1034,SBARRO INC.,21202,Inner Harbor,11,CENTRAL,"200 PRATT ST",39.286427701278456,-76.61795145339607
1035,SBARRO ITALIAN EATERY,21224,Pulaski Industrial Area,1,SOUTHEASTERN,"5625 O DONNELL ST",39.28125279088471,-76.54746893973896
1036,SCHAEFER'S BAR & RESTAURANT,21230,SBIC,10,SOUTHERN,"121 RANDALL ST",39.27146358497754,-76.61614955915405
1037,SCORES,21202,Penn-Fallsway,11,EASTERN,"615 FALLSWAY",39.29723843720518,-76.61024261050727
1038,serdenes restaurant,21205,Pulaski Industrial Area,2,SOUTHEASTERN,"5603 pulaski hwy",39.30103581735017,-76.55028171153094
1039,S'GHETTI EDDIE'S,21210,Evergreen,6,NORTHERN,"414 COLD SPRING LN",39.34618859372972,-76.61008069476748
1040,SHAFFERS,21230,Washington Village,9,SOUTHERN,"1184 CLEVELAND ST",39.28058378251666,-76.63227919592737
1041,SHAHRAZAD'S INTERNATIONAL NEO-SOUL,21230,Washington Village,11,SOUTHERN,"771 WASHINGTON BLVD",39.28300340308567,-76.62798891535533
1042,SHANE'S SANDWICH SHOP,21201,Downtown,11,CENTRAL,"142 FAYETTE ST",39.29051528005721,-76.61312646291515
1043,SHARKY'S BAR & GRILL,21224,Canton,1,SOUTHEASTERN,"2819 EASTERN AVE",39.28621027398606,-76.57661986131677
1044,SHED ROW,21231,Upper Fells Point,1,SOUTHEASTERN,"1901 GOUGH ST",39.287763387871166,-76.59005938573125
1045,SHELDON'S LOUNGE,21206,Belair-Edison,13,NORTHEASTERN,"4325 BELAIR RD",39.328966864330425,-76.56436199211146
1046,SHERATON BALTIMORE CITY CTR HOTEL (BANQUET),21201,Downtown,11,CENTRAL,"101 FAYETTE ST",39.29037298842377,-76.61697474738588
1047,SHERATON INNER HARBOR HOTEL - ORIOLES GRILL,21201,Inner Harbor,11,CENTRAL,"300 CHARLES ST",39.29261894540912,-76.61538614355487
1048,SHERATON INNER HARBOR HOTEL -EMPLOYEE'S CAFETERIA,21201,Inner Harbor,11,CENTRAL,"300 CHARLES ST",39.29261894540912,-76.61538614355487
1049,SHERATON INNER HARBOR HOTEL-MAIN KITCHEN,21201,Inner Harbor,11,CENTRAL,"300 CHARLES ST",39.29261894540912,-76.61538614355487
1050,SHERRIES,21224,Baltimore Highlands,2,SOUTHEASTERN,"3821 PULASKI HWY",39.29666039616143,-76.56511064713783
1051,SHERRY'S PLACE,21231,Fells Point,1,SOUTHEASTERN,"238 BROADWAY",39.288068754470544,-76.59376574009605
1052,SHIRLEY'S  HONEY HOLE,21213,Broadway East,13,EASTERN,"2300 OLIVER ST",39.307867448924696,-76.58526093784121
1053,SHORTY'S,21224,Canton,1,SOUTHEASTERN,"3301 FOSTER AVE",39.284442820181084,-76.56965928224929
1054,SHUCKERS OF FELLS POINT,21231,Fells Point,1,SOUTHEASTERN,"1629 THAMES ST",39.28145425611012,-76.59396706053064
1055,SHULA'S @ SHERATON BALTIMORE CITY CTR HOTEL,21201,Downtown,11,CENTRAL,"101 FAYETTE ST",39.29037298842377,-76.61697474738588
1056,SIDE  BAR  (218-220),21202,Downtown,11,CENTRAL,"218 lexington ST",39.29159794958679,-76.61877197954243
1057,SID'S TAVERN,21230,Washington Village,9,SOUTHERN,"1100 WASHINGTON BLVD",39.282794774760134,-76.63268712750812
1058,SIGN OF THE TIMES  (137-39),21224,Baltimore-Linwood,1,SOUTHEASTERN,"137 BELNORD AVE",39.29420288805392,-76.57840534742803
1059,SIG'S BAR,21231,Fells Point,1,SOUTHEASTERN,"628 BROADWAY",39.28375749451385,-76.5935454565568
1060,SILK ROAD EXPRESS-MATTIN CENTER  J H U,21218,Charles Village,14,NORTHERN,"3400 CHARLES ST",39.3292144629782,-76.61794639111224
1061,SILK'S TAVERN,21224,Canton,1,SOUTHEASTERN,"2641 HUDSON ST",39.28207331703106,-76.57848926496678
1062,SILVER STAR RESTAURANT/CARRYOUT,21218,East Baltimore Midway,12,EASTERN,"801 BONAPARTE AVE",39.31707505966733,-76.60298384053101
1063,SIP & BITE RESTAURANT,21231,Canton,1,SOUTHEASTERN,"2200 BOSTON ST",39.283864722480075,-76.5856152563382
1064,SIR'S DELI,21202,Mid-Town Belvedere,12,CENTRAL,"1101 ST PAUL #101 ST",39.30277412502693,-76.6143651477326
1065,SISSON STREET SUBWAY,21211,Remington,7,NORTHERN,"2725 SISSON STREET",39.31920096885074,-76.62503665241877
1066,SISTA'  SANDRA'S INTERNATIONAL CUSINE,21215,Reisterstown Station,5,NORTHWESTERN,"6212 REISTERSTOWN RD",39.353864944112956,-76.69910497441424
1067,SKEETER'S,21230,Morrell Park,10,SOUTHWESTERN,"2506 WASHINGTON BLVD",39.26673273822638,-76.65246134691284
1068,SKY LOUNGE/ TANGO TAPAS,21230,Federal Hill,10,SOUTHERN,"1041 MARSHALL ST",39.2771967801084,-76.6129758471568
1069,SKYBOX BAR & GRILL,21230,Riverside,10,SOUTHERN,"823 FORT AVE",39.27192396591937,-76.60216914199151
1070,SLAINTE IRISH PUB & RESTAURANT,21231,Fells Point,1,SOUTHEASTERN,"1700 THAMES ST",39.28185769647661,-76.5925314538627
1071,SLIDERS BAR & GRILL,21230,Inner Harbor,11,SOUTHERN,"504 WASHINGTON BLVD",39.28557454053373,-76.6225494316102
1072,SLIM ACE OF CLUB,21206,Belair-Edison,13,NORTHEASTERN,"4200 BELAIR RD",39.327833978456454,-76.56586901034575
1073,SLY FOX PUB,21230,Riverside,10,SOUTHERN,"554 FORT AVE",39.272988086032456,-76.60541161974965
1074,SMEDLY'S,21231,Fells Point,1,SOUTHEASTERN,"600 WOLFE ST",39.297458186547146,-76.5908554359288
1075,smiley's tavern,21223,New Southwest/Mount Clare,9,SOUTHERN,"1525 RAMSAY ST",39.28329361700793,-76.64146932384944
1076,SMITH PLACE,21218,East Baltimore Midway,12,EASTERN,"2006 HARFORD RD",39.313167070105294,-76.59895813331042
1077,SMITTIE'S BAR & LOUNGE,21216,Coppin Heights/Ash-Co-East,7,WESTERN,"1660 WARWICK AVE",39.30723357706904,-76.65708368056659
1078,SOBO CAFE'  (6-8 W. CROSS ST.),21230,Federal Hill,10,SOUTHERN,"6 CROSS ST",39.27679817179927,-76.61484301059568
1079,SODEXHO  sunpapers,21225,Port Covington,10,SOUTHERN,"300 CROMWELL ST",39.2623585401156,-76.61304111635366
1080,"SODEXHO MANAGEMENT, INC.",21230,Carroll - Camden Industrial Area,9,SOUTHERN,"1800 WASHINGTON BLVD",39.27484359425756,-76.64283881056184
1081,SODEXHO MANAGEMENT. INC,21202,Mount Vernon,11,CENTRAL,"501 CALVERT ST",39.23311451262572,-76.60559342489586
1082,SODEXHO/ FEDERAL RESERVE BANK,21201,Otterbein,11,SOUTHERN,"502 SHARP ST",39.28259780164831,-76.61758548058464
1083,SOFI'S CREPES,21202,Downtown,11,CENTRAL,"333 charles ST",39.29361430066052,-76.61536516417021
1084,SONAR,21202,Downtown,11,CENTRAL,"407 SARATOGA ST",39.29241381454699,-76.60952590659451
1085,SON-SON LIQUOR & TAVERN,21201,Downtown,11,CENTRAL,"308 EUTAW ST",39.29317723014617,-76.62121607606025
1086,SOTTO SOPRA,21201,Downtown,11,CENTRAL,"405 CHARLES ST",39.294362564481844,-76.61543509545248
1087,SOUL SOURCE,21223,Midtown-Edmondson,9,WESTERN,"2101 EDMONDSON AVE",39.29499311064461,-76.65058952048918
1088,SOUP'S ON BALTIMORE,21201,Mid-Town Belvedere,11,CENTRAL,"11 PRESTON STREET",39.30444314983259,-76.61698989916374
1089,SOUTHERN ACCENTS,21231,Fells Point,1,SOUTHEASTERN,"814 BROADWAY",39.29989762097949,-76.59449535557542
1090,SOUTHSIDE SALOON,21230,Riverside,10,SOUTHERN,"430 FORT AVE",39.2729076650578,-76.60741165262488
1091,SOUVLAKI  PLACE,21224,Greektown,2,SOUTHEASTERN,"4706 EASTERN ave",39.28708855189626,-76.55627211546494
1092,SPARTAN PIZZERIA RESTAURANT,21224,Highlandtown,2,SOUTHEASTERN,"3600 EASTERN AVE",39.28665847451009,-76.56688184751846
1093,SPEAKEASY SALOON,21224,Canton,1,SOUTHEASTERN,"2840 O DONNELL ST",39.28036816106288,-76.57553000800266
1094,SPECTRUM CATERING,21201,Downtown,11,CENTRAL,"12 EUTAW ST",39.28964803413055,-76.62098530282867
1095,SPIRITS & MORE,21223,Penrose/Fayette Street Outreach,9,WESTERN,"255 PAYSON ST",39.29183221938251,-76.64881559876005
1096,SPIRITS TAVERN,21231,Upper Fells Point,1,SOUTHEASTERN,"1901 BANK ST",39.28673306787789,-76.58998945444898
1097,"SPIRITS WEST,INC",21223,Millhill,9,SOUTHWESTERN,"2601 WILKENS AVE",39.278814522873006,-76.656191011705
1098,SPOONS COFFEE,21230,Federal Hill,10,SOUTHERN,"24 CROSS ST",39.27694852405625,-76.6134537109192
1099,SPORTS CAFE,21224,Canton,1,SOUTHEASTERN,"1224 CLINTON ST",39.279099163696515,-76.56952314107929
1100,SPORTS PALACE,21215,Pimlico Good Neighbors,5,NORTHWESTERN,"Hayward Ave",39.34633818336158,-76.6843857938685
1101,SPORTSMAN LOUNGE BAR,21207,Howard Park,5,NORTHWESTERN,"4725 GWYNN OAK AVE",39.33069842079658,-76.6964141623829
1102,SPORTSMAN SPOT,21224,Greektown,2,SOUTHEASTERN,"501 LEHIGH ST",39.28664215721085,-76.5579656162194
1103,"SPORTSTERS, INC.",21223,Carrollton Ridge,9,SOUTHWESTERN,"2148 WILKENS AVE",39.28080756262,-76.65043916913157
1104,ST. MARY'S (118-120),21218,Charles Village,7,NORTHERN,"118 25TH ST",39.31780817261017,-76.61910182209061
1105,STADIUM LOUNGE,21218,Oakenshawe,14,NORTHERN,"3351 53 GREENMOUNT AVE",51.83133724400051,4.681177741000454
1106,STAGE DOOR/ENCORE,21202,Downtown,11,CENTRAL,"5 COMMERCE ST",39.28948094549031,-76.61014600443377
1107,STALKING HORSE,21230,Federal Hill,10,SOUTHERN,"26 CROSS ST",39.2769578482272,-76.61334298638889
1108,STANLEY'S DRIVE INN,21205,Orangeville,2,EASTERN,"4215 MONUMENT ST",39.299601208030424,-76.56242626795711
1109,STARBUCKS,21202,Inner Harbor,11,CENTRAL,"301 LIGHT ST",39.28577734125241,-76.61267164607881
1110,STARBUCKS  COFFEE #746,21209,Sabina-Mattfeldt,5,NORTHERN,"1340 SMITH AVE",39.36789508659007,-76.64936487049158
1111,STARBUCKS COFFEE,21224,Canton,1,SOUTHEASTERN,"2400 BOSTON ST",39.28141479835534,-76.58157439733975
1112,STARBUCKS COFFEE,21218,Charles Village,14,NORTHERN,"3201 ST PAUL ST",39.32704259034438,-76.615854682247
1113,STARBUCKS COFFEE COMPANY,21201,Downtown,11,CENTRAL,"1 EUTAW ST",39.28940255608421,-76.62089037668875
1114,STARBUCKS CORPORATION,21201,Mid-Town Belvedere,12,CENTRAL,"1209 CHARLES ST",39.3040934943204,-76.61608545547858
1115,STARLITE LOUNGE,21217,Shipley Hill,9,SOUTHWESTERN,"2701 FAIRMOUNT AVE",39.288252906847276,-76.65934490983892
1116,STARTERS TAVERN,21230,Cherry Hill,10,SOUTHERN,"3311 ANNAPOLIS RD",39.24969283016105,-76.63952640152144
1117,STATION NORTH ARTS CAF,21201,Charles North,12,CENTRAL,"1816 CHARLES ST",39.310438587272074,-76.61655632611274
1118,STEELWORKERS HOLDING COMPANY,21224,Pulaski Industrial Area,1,SOUTHEASTERN,"540 DUNDALK AVE",39.28629599736348,-76.54188609686508
1119,STEEPLE CHASE II,21213,Biddle Street,13,EASTERN,"2401 CHASE ST",39.303613299515234,-76.5838599820517
1120,STOCKMARKET BAR,21225,Brooklyn,10,SOUTHERN,"3538 HANOVER ST",39.23973099489058,-76.60895903602989
1121,SUBWAY,21213,Oliver,12,EASTERN,"1400 NORTH AVE",39.31195842534214,-76.59912247182382
1122,SUBWAY,21251,Stonewood-Pentwood-Winston,3,NORTHEASTERN,"1700 COLDSPRING LN",39.34584923815288,-76.58593393829983
1123,subway,21202,Downtown,11,CENTRAL,"200 lexington st",39.29161776345012,-76.61820204049098
1124,SUBWAY,21230,Lakeland,10,SOUTHERN,"2149 PATAPSCO AVE",39.25106078802605,-76.64467030958633
1125,SUBWAY,21202,Downtown,11,CENTRAL,"423 BALTIMORE ST",39.28922261972923,-76.62197949165943
1126,SUBWAY,21287,Dunbar-Broadway,13,EASTERN,"600 WOLFE ST",39.297458186547146,-76.5908554359288
1127,SUBWAY,21229,Violetville,8,SOUTHWESTERN,"900 CATON AVE",39.27353588107712,-76.67132995621171
1128,SUBWAY  RESTAURANT,21231,Fells Point,1,SOUTHEASTERN,"632 BROADWAY",39.283647935504916,-76.5935361323858
1129,SUBWAY 1301 N. CHARLES ST,21201,Mid-Town Belvedere,12,CENTRAL,"1301 CHARLES ST",39.304693736927504,-76.61613557289758
1130,SUGAR HILL TAVERN & PKG.,21217,Penn North,11,WESTERN,"2361 DRUID HILL AVE",39.311512031556106,-76.63932826288823
1131,SUN FLOWER DELI,21218,Charles Village,12,NORTHERN,"2436 CHARLES ST",39.31749814392526,-76.61701554063387
1132,SUN HING CHINESE FOOD CARRYOUT,21230,SBIC,10,SOUTHERN,"1451 LIGHT ST",39.27299507916064,-76.61174505748761
1133,SUNLIGHT LOUNGE,21231,Fells Point,1,SOUTHEASTERN,"1713 EASTERN AVE",39.28560367856801,-76.59252912281994
1134,"SURN-N-JOE""S",21210,Loyola/Notre Dame,6,NORTHERN,"4501 CHARLES ST",39.345415853959594,-76.62207622993327
1135,SURVIVOR'S SPORTS BAR (606-08),21225,Brooklyn,10,SOUTHERN,"606 PATAPSCO AVE",39.23621708375248,-76.60192205146069
1136,SUSHI-SAN RESTAURANT,21224,Canton,1,SOUTHEASTERN,"2748 LIGHTHOUSE POINT",39.278637721554674,-76.57754214755124
1137,SUZIE' SOBA,21202,Downtown,11,CENTRAL,"7 CALVERT ST",39.23516955703053,-76.61207186662256
1138,SUZIE'S SOBA,21211,Hampden,7,NORTHERN,"1009 36TH ST",39.33105314578711,-76.6330297907914
1139,SWEET MELON CAF,21202,Downtown,11,CENTRAL,"111 CHARLES ST",39.290681850687974,-76.61518567387895
1140,SWEET RETREAT CAF,21218,Charles Village,14,NORTHERN,"3215 CHARLES ST",39.32782348876407,-76.61742580415671
1141,SZE-CHUAN RESTAURANT,21230,Federal Hill,10,SOUTHERN,"1125 CHARLES ST",39.27609186674732,-76.61427540258694
1142,T N C. INC. (4106-4108),21229,Irvington,8,SOUTHWESTERN,"4106 FREDERICK AVE",39.281778441023334,-76.68355976117323
1143,T.D.F. CORPORATION,21229,Violetville,8,SOUTHWESTERN,"1401 BLOOMFIELD AVE",39.26196692493471,-76.66660959825356
1144,TABRIZI'S,21230,Inner Harbor,10,SOUTHERN,"500 HARBORVIEW DR",39.276206087841786,-76.60464587310776
1145,TACO BELL,21224,Ellwood Park/Monument,1,SOUTHEASTERN,"3319 PULASKI HWY",39.29586375420996,-76.57037724251495
1146,TACO BELL & LONG JOHN SILVERS,21230,Lakeland,10,SOUTHERN,"3110 HOLLINS FERRY RD",39.25233888383349,-76.64674204900558
1147,TACO FIESTA,21202,Inner Harbor,1,SOUTHEASTERN,"618 EXETER ST",39.29643528056482,-76.6086034458915
1148,TAKI'S PIZZA CARRYOUT RESTAURANT,21231,Fells Point,1,SOUTHEASTERN,"527 BROADWAY",39.284884552780966,-76.59326573232687
1149,TALAY THAI GRILLE,21231,Fells Point,1,SOUTHEASTERN,"1911 ALICEANNA ST",39.28365259759039,-76.58948944578049
1150,TALKING HEAD CLUB,21202,Downtown,11,CENTRAL,"203 DAVIS ST",39.291522191596925,-76.61192571330025
1151,TAMBER'S,21218,Charles Village,14,NORTHERN,"3327 ST PAUL ST",39.32907292677527,-76.61597473094827
1152,TAM-TAM,21212,Mid-Govans,4,NORTHERN,"5722 YORK RD",39.360400948745905,-76.60996647367301
1153,TAPAS TEATRO CAF,21201,Charles North,12,CENTRAL,"1711 CHARLES ST",39.30922294938068,-76.61639548416343
1154,TASTE,21212,Mid-Govans,4,NORTHERN,"510 BELVEDERE AVE",39.36421802854028,-76.60835106195117
1155,TASTE INTERNATIONAL RESTAURANT,21226,Curtis Bay Industrial Area,10,SOUTHERN,"4314 CURTIS AVE",39.22634745687071,-76.58697541887966
1156,TASTE INTERNATIONAL RESTAURANT & LOUNGE/BAR,-21226,Curtis Bay Industrial Area,10,SOUTHERN,"4314 CURTIS AVENUE",39.22634745687071,-76.58697541887966
1157,TAYLOR'S 5000 TAVERN,21226,Curtis Bay,10,SOUTHERN,"5000 PENNINGTON AVE",39.22104783569017,-76.58809548311928
1158,TAYLORS EAST,21213,Berea,13,EASTERN,"1201 POTOMAC ST",39.30513313848462,-76.57557546333618
1159,TEN-O-SIX,21230,Federal Hill,10,SOUTHERN,"1006 LIGHT ST",39.27807558232337,-76.61255509394164
1160,TEQUILA SUNSET,21217,Penn North,7,WESTERN,"2705 PENNSYLVANIA AVE",39.31266356577203,-76.64555214161726
1161,THAI  LANDING,21201,Mid-Town Belvedere,12,CENTRAL,"1207 CHARLES ST",39.3035876625417,-76.61603386586944
1162,THAI ARROY RESTAURANT,21230,Federal Hill,10,SOUTHERN,"1019 LIGHT ST",39.2778039331061,-76.6124335047017
1163,THAI RESTAURANT,21218,Oakenshawe,14,NORTHERN,"3316 GREENMOUNT AVE",39.32895219908579,-76.60947486197449
1164,THE 8 x 10,21230,Federal Hill,10,SOUTHERN,"10 CROSS ST",39.276776991865745,-76.61503747369966
1165,THE ADMIRAL'S CUP,21231,Fells Point,1,SOUTHEASTERN,"1645 THAMES ST",39.28174580642491,-76.59343706306919
1166,THE AMERICAN LEGION,21230,Morrell Park,10,SOUTHWESTERN,"1508 DESOTO RD",39.26713717414236,-76.65810829256287
1167,THE BALTIMORE SYMPHONY ORCHESTRA,21202,Mid-Town Belvedere,11,CENTRAL,"1212 CATHEDRAL ST",39.30395130071304,-76.61856335211621
1168,"THE BALTIMORE VETS ASSOC., INC. CHPT #451",21224,Holabird Industrial Park,1,SOUTHEASTERN,"6401 BECKLEY ST",39.26757307823607,-76.53541862416938
1169,THE BICYCLE,21230,SBIC,10,SOUTHERN,"1444 LIGHT ST",39.27300556885302,-76.61181498876994
1170,THE BISTRO,21231,Fells Point,1,SOUTHEASTERN,"1718 LANCASTER ST",39.28261761551164,-76.59233098418679
1171,THE BRASS ELEPHANT,21201,Mount Vernon,11,CENTRAL,"924 CHARLES ST",39.30045823585999,-76.61587566163166
1172,THE BREWER'S ART,21201,Mid-Town Belvedere,12,CENTRAL,"1106 CHARLES ST",39.30279743545435,-76.61603533805959
1173,THE BROOKSHIRE  INNER  HARBOR  SUITE  HOTEL,21202,Inner Harbor,11,CENTRAL,"120 LOMBARD ST",39.28782749154658,-76.61240124601989
1174,THE CANTON LIQUOR HOUSE,21231,Fells Point,1,SOUTHEASTERN,"1822 FLEET ST",39.2847178832248,-76.59032046161923
1175,THE CAPITAL GRILLE,21202,Inner Harbor,11,CENTRAL,"500 PRATT ST",39.28674821965569,-76.60818206135224
1176,THE CARIBBEAN AMERICAN HEAT,21207,Howard Park,5,NORTHWESTERN,"4740 LIBERTY HEIGHTS AVE",39.331591551010376,-76.69622155547961
1177,THE CATS EYE PUB,21231,Fells Point,1,SOUTHEASTERN,"1730 THAMES ST",39.2818984897246,-76.59154192711742
1178,The Chameleon Caf‚',21214,Lauraville,3,NORTHEASTERN,"4341 harford rd",39.33954978939238,-76.57271644210931
1179,THE CHEESECAKE  FACTORY,21202,Inner Harbor,11,CENTRAL,"201 PRATT ST",39.286603695005624,-76.61100961440138
1180,THE CHINA DOLL,21201,Downtown,11,CENTRAL,"406 PARK AVE",39.29435906791775,-76.61822651643979
1181,THE CRAB PIT,21223,Gwynns Falls,8,SOUTHWESTERN,"2801 WILKENS AVE",39.27640422647494,-76.66351164514549
1182,THE DEN LLC,21218,Charles Village,14,NORTHERN,"3327 ST PAUL ST",39.32907292677527,-76.61597473094827
1183,THE DEPOT,21201,Charles North,12,CENTRAL,"1728 CHARLES ST",39.30962854991873,-76.61649571900142
1184,THE DRINKERY,21201,Mount Vernon,11,CENTRAL,"203 READ ST",39.30032429263309,-76.61872863311913
1185,THE EDGE BAR & LOUNGE,21213,Broadway East,12,EASTERN,"2015 FEDERAL ST",39.30871361654124,-76.58941951449822
1186,THE EDGE BAR & LOUNGE - KITCHEN AREA,21213,Broadway East,12,EASTERN,"2015 FEDERAL ST",39.30871361654124,-76.58941951449822
1187,THE ENGINEER'S SOCIETY OF BALTIMORE,21201,Mount Vernon,11,CENTRAL,"11 MOUNT VERNON PL",39.29729321670965,-76.61656710808478
1188,THE EVERGREEN,21210,Roland Park,6,NORTHERN,"501 COLDSPRING LN",39.34453355428121,-76.63120924820743
1189,THE FAIRMOUNT INN,21224,Baltimore Highlands,1,SOUTHEASTERN,"3537 FAIRMOUNT AVE",39.29363294900247,-76.56773967034871
1190,THE GARDENVILLE CLUB,21206,Frankford,2,NORTHEASTERN,"5405 RADECKE AVE",39.32922628456646,-76.5412663326743
1191,THE GARRETT LOUNGE,21218,Coldstream Homestead Montebello,14,NORTHEASTERN,"2510 GARRETT AVE",39.3187825475776,-76.59888120889985
1192,THE GENTLEMAN'S GOLD CLUB,21205,Armistead Gardens,2,SOUTHEASTERN,"5801 PULASKI HWY",39.30162375633239,-76.548501590775
1193,THE GIN  MILL,21224,Canton,1,SOUTHEASTERN,"2300 BOSTON ST",39.28312578193038,-76.584425259917
1194,THE GLASS GRILL,21224,Eastwood,2,SOUTHEASTERN,"6804 EASTERN AVE",39.28810838219715,-76.5309313713849
1195,THE GODDESS,21201,Downtown,11,CENTRAL,"36 EUTAW ST",39.28764800125532,-76.62086642054805
1196,THE GREENE TURTLE,21231,Fells Point,1,SOUTHEASTERN,"722 BROADWAY",39.299022644480544,-76.59444725893303
1197,THE HOLLOW BAR & GRILL,21212,Rosebank,4,NORTHERN,"5921 YORK RD",39.36486022991676,-76.60988488717697
